INDEX,,,3. OUTBOUND TOURISM: Tourism expenditure in other countries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.,S.,C. & S.,Basic data and indicators,,,,,Units,Notes,Series,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,
702,3.5,702-3.5,,,Travel,,,US$ Millions,,IMF,"4,663","5,015","4,358","3,222","4,217","4,535","6,600","8,212","8,382","9,291","10,070","11,268","13,503","16,340","15,704","18,700","21,420","23,139","24,407","25,547","23,657","23,932","24,844","26,496","27,048","7,090","4,139","15,288",
702,3.6,702-3.6,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
658,0,658-0,SINT EUSTATIUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,3.4,658-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
658,3.5,658-3.5,,,Travel,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
658,3.6,658-3.6,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
663,0,663-0,SINT MAARTEN (DUTCH PART),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,3.4,663-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,83,88,104,105,112,120,114,117,118,114,100,77,77,21,57,61,1/ 1995-2006: Source: Central Bank of the Netherlands Antilles - Including the estimates for Saba and Saint Eustatius.
663,3.5,663-3.5,,,Travel,,,US$ Millions,1/,IMF,59,62,65,99,171,127,137,140,144,80,94,86,83,88,81,83,88,92,89,88,92,98,88,69,67,19,52,51,
663,3.6,663-3.6,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,0.4,0.1,23,22,24,28,25,29,26,16,12,8,10,2,5,10,
703,0,703-0,SLOVAKIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,3.4,703-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,338,517,484,527,387,341,340,506,662,900,"1,122","1,230","1,825","2,671","2,251","2,146","2,450","2,309","2,523","2,582","2,266","2,420","2,599","2,823","2,797","1,494","1,549","2,367",
703,3.5,703-3.5,,,Travel,,,US$ Millions,,IMF,321,482,439,475,339,296,289,442,573,745,844,"1,060","1,533","2,240","2,100","1,944","2,187","2,140","2,367","2,428","2,126","2,240","2,411","2,622","2,587","1,425","1,483","2,219",
703,3.6,703-3.6,,,Passenger transport,,,US$ Millions,,IMF,17,35,45,52,48,45,51,64,89,155,278,170,292,431,151,202,263,169,156,154,140,180,188,201,210,69,66,148,
705,0,705-0,SLOVENIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,3.4,705-3.4,,Tourism expenditure in other countries,,,,US$ Millions,1/,IMF,606,638,554,601,579,544,560,647,805,937,"1,019","1,059","1,260","1,611","1,771","1,642","1,727","1,508","1,559","1,646","1,370","1,484","1,641","1,864","1,772",955,"1,421","1,830","1/ Since 2016: the expenditure figures used were the ones provided by the country to UNWTO, as this data series is more complete than that provided by the International Monetary Fund (IMF)."
705,3.5,705-3.5,,,Travel,,,US$ Millions,,IMF,575,604,518,561,542,511,528,608,753,868,950,975,"1,144","1,358","1,593","1,479","1,555","1,359","1,417","1,488","1,231","1,305","1,506","1,743","1,678",917,"1,382","1,800",
705,3.6,705-3.6,,,Passenger transport,,,US$ Millions,,IMF,31,34,36,40,37,33,32,39,52,69,69,84,116,253,178,163,172,149,142,158,139,178,135,121,94,38,39,30,
90,0,90-0,SOLOMON ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,3.4,90-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,17,19,15,10,11,12,11,9,6,12,11,27,36,41,38,51,66,68,68,66,61,75,73,53,63,31,26,33.3,
90,3.5,90-3.5,,,Travel,,,US$ Millions,,IMF,14,15,9,6,7,10,7,6,4,9,5,22,29,34,32,47,65,67.9,67.7,64.4,60.4,74.7,72.6,52.9,62.4,30.9,25.8,33.3,
90,3.6,90-3.6,,,Passenger transport,,,US$ Millions,,IMF,4,3,6,4,4,3,4,3,2,3,7,4,7,7,6,4,1,0.2,0.6,1.2,0.3,0.2,0.1,0.1,0.1,0.01,..,..,
706,0,706-0,SOMALIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,3.4,706-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
706,3.5,706-3.5,,,Travel,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
706,3.6,706-3.6,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
710,0,710-0,SOUTH AFRICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,3.4,710-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,"2,414","2,322","2,558","2,500","2,717","2,684","2,366","2,251","3,655","4,237","4,812","5,230","6,104","6,905","6,421","8,139","8,339","7,049","6,346","6,126","5,519","5,154","5,781","6,017","5,551","1,466","1,669","4,247",
710,3.5,710-3.5,,,Travel,,,US$ Millions,,IMF,"1,849","1,755","1,961","1,908","2,028","2,085","1,878","1,811","2,889","3,157","3,374","3,384","3,927","4,404","4,152","5,595","5,283","4,069","3,429","3,169","2,998","2,858","3,258","3,402","3,141",928,991,"2,220",
710,3.6,710-3.6,,,Passenger transport,,,US$ Millions,,IMF,565,567,597,592,689,599,488,440,766,"1,080","1,438","1,846","2,177","2,501","2,269","2,544","3,056","2,980","2,917","2,957","2,521","2,296","2,523","2,615","2,410",538,678,"2,027",
728,0,728-0,SOUTH SUDAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,3.4,728-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,239,759,323,293,513,..,469,..,193,
728,3.5,728-3.5,,,Travel,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38,27,10,7,8,..,1,..,17,
728,3.6,728-3.6,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,201,732,313,286,505,449,468,83,176,
724,0,724-0,SPAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,3.4,724-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,"5,826","6,332","6,163","7,119",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
724,3.5,724-3.5,,,Travel,,,US$ Millions,,IMF,"4,539","5,057","4,681","5,288","5,908","5,969","6,584","7,372","9,172","12,295","15,169","16,830","19,866","20,543","17,146","16,926","17,387","15,395","16,433","17,976","17,429","18,803","22,346","26,329","27,726","8,619","12,225","21,057",
724,3.6,724-3.6,,,Passenger transport,,,US$ Millions,,IMF,"1,287","1,275","1,482","1,831",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
144,0,144-0,SRI LANKA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,3.4,144-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,279,267,280,326,341,383,402,438,462,499,552,666,709,777,735,828,926,"1,219","1,808","1,922","2,152","2,295","2,409","2,487","2,436",803,328,424,
144,3.5,144-3.5,,,Travel,,,US$ Millions,,IMF,186,176,180,202,218,240,250,263,279,296,314,373,393,428,411,453,501,710,"1,188","1,263","1,420","1,542","1,599","1,660","1,638",449,239,244,
144,3.6,144-3.6,,,Passenger transport,,,US$ Millions,,IMF,93,91,100,124,123,143,152,175,183,203,238,293,316,349,324,375,425,509,620,659,732,753,810,827,798,354,89,180,
275,0,275-0,STATE OF PALESTINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,3.4,275-3.4,,Tourism expenditure in other countries,,,,US$ Millions,1/,IMF,..,..,..,295,301,290,361,373,312,336,223,211,395,477,479,521,603,647,630,514,606,620,813,826,"1,448","1,146","1,240",918,1/ West Bank and Gaza.
275,3.5,275-3.5,,,Travel,,,US$ Millions,1/,IMF,162,191,218,279,290,283,348,366,303,328,214,208,384,467,471,515,595,643,625,507,596,606,792,806,"1,435","1,141","1,240",909,
275,3.6,275-3.6,,,Passenger transport,,,US$ Millions,1/,IMF,..,..,..,16,11,7,13,7,9,8,9,3,11,10,8,6,8,4,5,7,10,14,21,20,13,5,..,9,
736,0,736-0,SUDAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,3.4,736-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
736,3.5,736-3.5,,,Travel,,,US$ Millions,,IMF,43,28,33,29,35,55,74,91,119,176,667,"1,414","1,477","1,268",868,"1,127",937,699,460,439,195,203,29,13,11,6,31,22,
736,3.6,736-3.6,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
740,0,740-0,SURINAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,3.4,740-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,27,38,41,49,47,67,62,54,68,85,94,33,28,35,35,41,49,58,75,90,128,112,99,104,94,64,75,91,
740,3.5,740-3.5,,,Travel,,,US$ Millions,,IMF,3,8,11,11,13,23,23,10,6,14,17,18,22,30,32,39,42,51,70,87,116,111,93,94,87,60,73,89,
740,3.6,740-3.6,,,Passenger transport,,,US$ Millions,,IMF,24,30,30,38,34,44,39,44,62,71,77,15,6,5,3,2,7,7,5,3,12,1,6,10,7,4,2,2,
752,0,752-0,SWEDEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,3.4,752-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,"6,816","7,642","6,850","8,591","8,927","8,959","7,916","8,221","9,375","11,088","11,088","11,159","13,646","14,622","12,075","13,973",..,..,..,..,..,..,..,..,..,..,..,..,
752,3.5,752-3.5,,,Travel,,,US$ Millions,,IMF,"5,448","6,253","6,518","7,719","8,022","8,048","6,921","7,301","8,296","10,165","10,014","9,852","11,822","12,805","10,552","12,126","13,998","13,954","14,152","14,505","13,123","13,507","15,063","15,704","14,349","6,141","8,366","12,292",
752,3.6,752-3.6,,,Passenger transport,,,US$ Millions,,IMF,"1,368","1,389",332,872,905,911,995,920,"1,079",923,"1,074","1,307","1,824","1,817","1,523","1,847",..,..,..,..,..,..,..,..,..,..,..,..,
756,0,756-0,SWITZERLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,3.4,756-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,"9,478","9,798","8,944","8,754","7,646","7,837","7,540","7,633","9,148","10,518","11,218","11,822","12,984","14,083","13,799","14,332","17,538","18,878","19,964","20,849","19,672","19,942","21,507","21,463","21,196","10,856","12,675","18,331",
756,3.5,756-3.5,,,Travel,,,US$ Millions,,IMF,"7,420","7,626","6,987","6,814","5,767","5,746","5,451","5,841","7,287","8,561","9,287","9,728","10,634","11,464","11,529","11,805","14,533","16,012","17,025","17,777","17,204","17,620","19,105","19,076","18,853","10,027","11,662","16,553",
756,3.6,756-3.6,,,Passenger transport,,,US$ Millions,,IMF,"2,058","2,172","1,957","1,940","1,879","2,091","2,089","1,792","1,861","1,957","1,931","2,094","2,350","2,619","2,270","2,527","3,005","2,866","2,939","3,072","2,468","2,322","2,402","2,387","2,343",829,"1,013","1,778",
760,0,760-0,SYRIAN ARAB REPUBLIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,3.4,760-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,734,688,584,585,710,911,980,"1,598",850,..,..,..,..,..,..,..,..,..,..,..,
760,3.5,760-3.5,,,Travel,,,US$ Millions,,IMF,498,513,545,583,631,669,670,760,700,650,550,540,645,800,882,"1,510",774,..,..,..,..,..,..,..,..,..,..,..,
760,3.6,760-3.6,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,34,38,34,45,65,111,98,88,76,..,..,..,..,..,..,..,..,..,..,..,
158,0,158-0,TAIWAN PROVINCE OF CHINA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,3.4,158-3.4,,Tourism expenditure in other countries,,,,US$ Millions,1/,IMF,"9,487","9,106","9,288","8,395","8,722","9,531","8,691","8,229","7,402","9,376","10,047","10,406","10,729","10,710","8,668","10,700","11,701","12,444","14,158","15,953","17,388","19,229","20,502","22,254","22,890","3,423","1,423","3,423",1/ Source from 2017: Central Bank of Taiwan.
158,3.5,158-3.5,,,Travel,,,US$ Millions,,IMF,"8,457","8,152","8,198","7,331","7,398","8,107","7,319","6,956","6,480","8,170","8,682","8,746","9,070","9,116","7,800","9,357","10,112","10,630","12,310","13,997","15,502","16,574","18,018","19,428","20,500","3,046","1,247","3,108",
158,3.6,158-3.6,,,Passenger transport,,,US$ Millions,,IMF,"1,030",954,"1,090","1,064","1,324","1,424","1,372","1,273",922,"1,206","1,365","1,660","1,659","1,594",868,"1,343","1,589","1,814","1,848","1,956","1,886","2,655","2,484","2,826","2,390",377,176,315,
762,0,762-0,TAJIKISTAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762,3.4,762-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35.4,31.4,36.5,42.5,..,..,24.6,15.1,24.2,28.4,10.8,22.8,36.9,
762,3.5,762-3.5,,,Travel,,,US$ Millions,,IMF,..,..,..,..,..,..,..,1.7,2.1,3.4,3.8,6.0,7.0,10.8,5.8,..,3.1,3.9,2.3,..,..,3.6,4.1,10.2,5.2,3.5,4.8,8.6,
762,3.6,762-3.6,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35.4,28.3,32.6,40.2,35.0,25.0,21.0,11.0,14.0,23.2,7.3,18.0,28.3,
834,0,834-0,"TANZANIA, UNITED REPUBLIC OF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,3.4,834-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,..,..,424,521,403,369,363,361,375,470,577,571,616,746,806,861,928,"1,003","1,101","1,185","1,288",992,873,818,738,226,214,390,
834,3.5,834-3.5,,,Travel,,,US$ Millions,,IMF,360,412,407,493,370,337,327,337,353,445,554,534,595,721,766,830,899,967,"1,034","1,102","1,195",922,807,738,651,204,196,357,
834,3.6,834-3.6,,,Passenger transport,,,US$ Millions,,IMF,..,..,17,28,33,32,36,24,22,25,23,37,21,25,40,31,29,36,67,83,93,70,66,80,87,22,18,33,
764,0,764-0,THAILAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764,3.4,764-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,"4,791","4,735","3,752","2,246","2,870","3,218","3,334","3,888","3,538","5,343","4,920","6,176","6,889","6,707","5,744","7,155","7,534","8,095","8,238","8,824","9,539","11,267","12,676","14,406","14,969","5,212","4,233","7,726",
764,3.5,764-3.5,,,Travel,,,US$ Millions,,IMF,"4,271","4,286","3,416","1,960","2,474","2,772","2,924","3,303","2,921","4,514","3,803","4,599","5,144","5,012","4,429","5,627","5,717","6,248","6,481","7,071","7,718","9,072","10,504","12,083","12,355","4,391","3,459","6,663",
764,3.6,764-3.6,,,Passenger transport,,,US$ Millions,,IMF,520,449,336,286,396,446,410,585,617,829,"1,117","1,577","1,745","1,695","1,315","1,528","1,817","1,847","1,757","1,753","1,821","2,195","2,172","2,323","2,614",821,774,"1,063",
626,0,626-0,TIMOR-LESTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,3.4,626-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,2.0,5,51,69,68,62,92,57,84,100,118,137,131,110,61,32,61,
626,3.5,626-3.5,,,Travel,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,1.7,3,40,58,52,49,73,40,66,83,102,121,115,92,54,27,56,
626,3.6,626-3.6,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,0.3,2,11,11,16,13,19,17,18,17,16,16,16,18,7,5,5,
768,0,768-0,TOGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
768,3.4,768-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,40,19,14,16,17,15,20,26,37,38,42,42,59,68,94,89,81,46,58,60,53,55,57,65,61,36,..,..,
768,3.5,768-3.5,,,Travel,,,US$ Millions,,IMF,18,3,5,3,3,2,5,5,7,8,8,5,17,19,47,46,57,34,45,41,37,38,39,42,43,23,..,..,
768,3.6,768-3.6,,,Passenger transport,,,US$ Millions,,IMF,22,16,9,13,14,13,15,21,30,30,34,37,42,49,47,43,24,12,13,19,16,17,18,23,18,13,..,..,
776,0,776-0,TONGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776,3.4,776-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,13,16,16,15,17,21,20,22,23,29,29,30,32,24,38,41,44,38,19,21,
776,3.5,776-3.5,,,Travel,,,US$ Millions,,IMF,..,..,..,..,..,..,3,3,3,6,4,8,10,10,7,8,12,14,18,21,23,21,34,36,39,33,19,21,
776,3.6,776-3.6,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,10,10,12,7,7,11,13,14,12,14,11,9,9,3,3,5,5,5,0,0.4,
780,0,780-0,TRINIDAD AND TOBAGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780,3.4,780-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,91,98,97,92,106,190,172,208,143,141,234,146,155,102,136,97,188,223,116,168,253,230,147,149,133,47,41,99,
780,3.5,780-3.5,,,Travel,,,US$ Millions,,IMF,69,76,72,67,83,147,151,186,107,96,180,93,94,75,105,71,150,196,89,124,207,187,97,98,86,38,37,60,
780,3.6,780-3.6,,,Passenger transport,,,US$ Millions,,IMF,22,22,25,25,23,43,21,22,36,45,54,53,61,27,31,26,38,27,27,44,46,43,50,51,47,9,4,39,
788,0,788-0,TUNISIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788,3.4,788-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,294,282,266,271,276,310,322,303,355,427,452,498,530,555,478,611,678,673,768,770,767,823,871,954,889,408,494,869,
788,3.5,788-3.5,,,Travel,,,US$ Millions,,IMF,251,251,235,235,239,263,273,260,300,340,374,410,437,458,415,547,607,593,675,681,696,749,795,864,798,370,446,775,
788,3.6,788-3.6,,,Passenger transport,,,US$ Millions,,IMF,43,31,31,36,37,47,49,43,55,87,78,88,93,97,63,64,71,80,93,89,71,74,76,90,91,38,48,94,
792,0,792-0,TÜRKIYE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
792,3.4,792-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,"3,563","3,517","4,254","4,509","5,061","5,817","5,372","4,585","5,017","5,331","5,635","5,698","5,865","6,068","5,262","1,410","2,095","4,706",
792,3.5,792-3.5,,,Travel,,,US$ Millions,,IMF,911,"1,265","1,716","1,754","1,471","1,713","1,738","1,880","2,113","2,524","3,104","2,989","3,649","3,824","4,575","5,194","4,883","4,094","4,817","5,072","5,368","4,783","4,823","4,595","4,110","1,040","1,650","4,053",
792,3.6,792-3.6,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,459,528,605,685,486,623,489,491,200,259,267,915,"1,042","1,473","1,152",370,445,653,
795,0,795-0,TURKMENISTAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
795,3.4,795-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
795,3.5,795-3.5,,,Travel,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
795,3.6,795-3.6,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
796,0,796-0,TURKS AND CAICOS ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
796,3.4,796-3.4,,Tourism expenditure in other countries,,,,US$ Millions,1/,country,153,174,235,194,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ 1995-1998: country data.
796,3.5,796-3.5,,,Travel,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.5,4.5,4.5,4.2,4.2,..,..,..,..,
796,3.6,796-3.6,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
798,0,798-0,TUVALU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
798,3.4,798-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,..,..,..,..,..,..,4.2,3.9,4.3,4.6,4.6,5.4,6.9,8.4,7.5,8.7,11.5,11.5,6.9,7.5,9.4,11.7,14.9,13.1,14.0,10.4,11.5,12.8,
798,3.5,798-3.5,,,Travel,,,US$ Millions,,IMF,..,..,..,..,..,..,3.6,3.3,3.5,3.8,4.0,5.0,5.9,7.2,6.3,7.4,9.7,9.5,4.6,5.1,6.4,8.0,10.0,8.8,9.4,7.5,8.6,9.3,
798,3.6,798-3.6,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,0.6,0.6,0.8,0.8,0.6,0.5,1.0,1.2,1.2,1.3,1.8,2.0,2.3,2.4,3.0,3.7,4.9,4.3,4.6,2.9,2.9,3.5,
800,0,800-0,UGANDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,3.4,800-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,158,185,196,220,315,351,464,540,642,349,342,278,309,365,497,629,269,437,419,
800,3.5,800-3.5,,,Travel,,,US$ Millions,,IMF,80,135,113,95,..,..,..,..,..,108,124,123,132,156,192,320,405,484,208,189,186,208,214,333,450,110,252,240,
800,3.6,800-3.6,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,2,2,44,50,61,73,88,159,159,144,135,158,141,153,92,101,151,164,179,159,185,179,
804,0,804-0,UKRAINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804,3.4,804-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,..,405,462,487,460,561,676,794,953,"2,660","3,078","3,202","4,022","4,585","3,751","4,134","4,829","5,536","6,300","5,470","5,408","6,306","7,536","8,287","8,907","4,823","6,443","19,830",
804,3.5,804-3.5,,,Travel,,,US$ Millions,,IMF,210,308,305,340,364,470,566,657,789,"2,463","2,805","2,834","3,569","4,023","3,330","3,742","4,461","5,104","5,763","5,061","5,101","5,970","7,121","7,899","8,517","4,691","6,251","19,759",
804,3.6,804-3.6,,,Passenger transport,,,US$ Millions,,IMF,..,97,157,147,96,91,110,137,164,197,273,368,453,562,421,392,368,432,537,409,307,336,415,388,390,132,192,71,
784,0,784-0,UNITED ARAB EMIRATES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784,3.4,784-3.4,,Tourism expenditure in other countries,,,,US$ Millions,1/,CB,..,..,..,..,..,"3,019","3,321","3,651","3,956","4,472","6,186","8,827","11,273","13,288","10,347","11,818","13,206","15,072","16,188","15,848","16,637","17,127","17,645","18,004","18,382","15,085","21,600",..,"Note 2019: the source of the data changed and therefore, are not comparable with those of previous years. New sources: The Federal Authority for Identity and Citizenship, Economic Survey, Household income and expenditure survey, Mirror statistics for GCC data and Tourism surveys done by local tourism authorities.
1/ Source: Central Bank of the U.A.E."
784,3.5,784-3.5,,,Travel,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"12,678","13,310","13,702","14,116","14,403","14,706","12,068","17,280",..,
784,3.6,784-3.6,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"3,170","3,327","3,425","3,529","3,601","3,676","3,017","4,320",..,
826,0,826-0,UNITED KINGDOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826,3.4,826-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,"30,749","32,298","35,954","41,458",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
826,3.5,826-3.5,,,Travel,,,US$ Millions,,IMF,"24,926","25,962","28,529","33,452","41,835","42,132","42,220","47,082","53,983","62,933","66,250","69,001","79,413","78,056","63,334","65,682","68,456","69,049","70,831","79,293","77,510","75,105","76,968","85,076","85,948","24,500","29,953","81,671",
826,3.6,826-3.6,,,Passenger transport,,,US$ Millions,,IMF,"5,823","6,336","7,425","8,006",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
840,0,840-0,UNITED STATES OF AMERICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,3.4,840-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,"61,042","65,477","71,948","78,423","77,260","85,490","82,185","79,362","81,708","93,343","98,694","105,403","112,928","119,135","115,123","123,831","130,606","138,167","132,322","140,228","144,669","147,640","158,287","176,396","184,786","47,074","74,546","161,939",
840,3.5,840-3.5,,,Travel,,,US$ Millions,,IMF,"46,379","49,672","53,808","58,451","58,864","64,174","60,525","59,017","61,244","70,332","74,111","78,374","82,605","84,318","82,510","85,165","86,623","90,340","91,117","96,248","102,666","109,156","117,929","125,718","131,992","33,703","56,698","115,311",
840,3.6,840-3.6,,,Passenger transport,,,US$ Millions,,IMF,"14,663","15,805","18,140","19,972","18,396","21,316","21,660","20,345","20,464","23,011","24,583","27,029","30,323","34,817","32,613","38,666","43,983","47,827","41,205","43,980","42,003","38,484","40,358","50,678","52,794","13,371","17,848","46,628",
850,0,850-0,UNITED STATES VIRGIN ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
