INDEX,,,3. OUTBOUND TOURISM: Tourism expenditure in other countries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.,S.,C. & S.,Basic data and indicators,,,,,Units,Notes,Series,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,
417,3.6,417-3.6,,,Passenger transport,,,US$ Millions,,IMF,..,1,7,21,16,12,9,17,18,23,36,50,103,146,126,127,145,179,155,178,136,121,130,137,128,96,141,242,
418,0,418-0,LAO PEOPLE´S DEMOCRATIC REPUBLIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,3.4,418-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,34,28,27,29,17,..,4,4,5,8,10,15,14,51,91,215,248,614,907,"1,054","1,002",912,930,"1,005","1,029",260,4,..,
418,3.5,418-3.5,,,Travel,,,US$ Millions,,IMF,30,22,21,23,12,8,0.1,0.3,1.0,4,5,9,8,41,83,203,237,605,904,"1,051",998,912,922,992,"1,011",251,0,..,
418,3.6,418-3.6,,,Passenger transport,,,US$ Millions,,IMF,4,6,6,6,5,..,4,4,4,4,5,6,6,10,8,12,11,9,3,3,4,0.1,8,13,18,9,4,..,
428,0,428-0,LATVIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,3.4,428-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,62,407,379,355,321,281,255,267,365,428,655,788,"1,021",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
428,3.5,428-3.5,,,Travel,,,US$ Millions,,IMF,24,373,326,305,268,247,223,230,328,377,584,704,927,"1,139",798,648,765,680,715,715,618,699,728,769,738,553,736,"1,005",
428,3.6,428-3.6,,,Passenger transport,,,US$ Millions,,IMF,38,34,53,50,53,34,32,37,37,51,71,84,94,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
422,0,422-0,LEBANON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,3.4,422-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,"3,319","3,719","3,565","3,783","3,914","4,297","4,928","4,868","4,440","4,511","4,692","5,198","5,187","5,252","5,704","6,395","6,495","1,699","1,872",..,
422,3.5,422-3.5,,,Travel,,,US$ Millions,,IMF,..,..,..,..,..,..,..,"2,683","2,943","3,170","2,908","3,006","3,114","3,564","4,012","4,515","4,004","4,199","4,388","4,995","4,741","5,040","5,587","6,254","6,338","1,671","1,816",..,
422,3.6,422-3.6,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,376,549,657,777,800,733,916,353,436,312,304,203,446,212,117,141,157,28,56,..,
426,0,426-0,LESOTHO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,3.4,426-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,17,16,17,16,17,195,166,164,242,278,271,263,276,248,247,278,300,252,212,177,180,262,307,347,331,277,291,332,
426,3.5,426-3.5,,,Travel,,,US$ Millions,,IMF,13,12,14,13,14,192,163,162,238,271,262,260,268,243,239,270,290,245,206,170,174,258,303,342,327,275,290,330,
426,3.6,426-3.6,,,Passenger transport,,,US$ Millions,,IMF,4,4,3,3,3,3,3,2,4,7,9,3,8,5,8,8,10,7,6,7,6,4,4,5,4,2,1,2.1,
430,0,430-0,LIBERIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,3.4,430-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,29,33,41,48,58,51,..,..,..,..,..,..,..,..,..,..,..,..,..,
430,3.5,430-3.5,,,Travel,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,14,16,17,21,30,29,2,2,2,2,2,3,4,6,8,6,7,11,13,
430,3.6,430-3.6,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,15,17,24,27,28,22,..,..,..,..,..,..,..,..,..,..,..,..,..,
434,0,434-0,LIBYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,3.4,434-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,98,85,286,423,574,495,572,654,689,789,920,915,"1,010","1,339","1,683","2,184",..,"2,654","2,598","1,325","1,066",813,"2,005","2,042","2,822",836,..,..,
434,3.5,434-3.5,,,Travel,,,US$ Millions,,IMF,76,67,269,281,402,397,445,586,557,603,680,668,889,"1,277","1,587","2,047","2,269","2,557","2,425","1,143",967,714,"2,005","2,042","2,822",836,..,..,
434,3.6,434-3.6,,,Passenger transport,,,US$ Millions,,IMF,22,18,17,142,172,98,127,68,132,186,240,247,121,62,96,137,..,97,173,182,99,99,..,..,..,..,..,..,
438,0,438-0,LIECHTENSTEIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,3.4,438-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
438,3.5,438-3.5,,,Travel,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
438,3.6,438-3.6,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
440,0,440-0,LITHUANIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,3.4,440-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,107,270,289,304,350,261,227,334,476,643,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
440,3.5,440-3.5,,,Travel,,,US$ Millions,,IMF,106,266,277,292,341,253,219,326,471,636,743,909,"1,144","1,530","1,119",849,859,925,"1,069","1,059",951,"1,012","1,115","1,400","1,388",538,575,"1,189",
440,3.6,440-3.6,,,Passenger transport,,,US$ Millions,,IMF,1,4,12,12,9,8,8,8,5,7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
442,0,442-0,LUXEMBOURG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,3.4,442-3.4,,Tourism expenditure in other countries,,,,US$ Millions,1/,IMF,..,..,..,..,..,..,..,"1,557","1,945","2,254","2,321","2,305","2,657","2,832","2,666","2,536","2,727","2,439","2,595","2,874","2,335","2,266","2,946","3,365","3,686","2,131","3,883","3,469","1/ From 2010 the expenditure figures used were the ones provided by the country to UNWTO, as this data series is more complete than that provided by the International Monetary Fund (IMF)."
442,3.5,442-3.5,,,Travel,,,US$ Millions,1/,IMF,"1,193","1,189","1,115","1,335","1,316","1,309","1,464","1,536","1,916","2,212","2,272","2,245","2,571","2,730","2,573","2,448","2,628","2,344","2,519","2,795","2,280","2,210","2,892","3,295","3,626","2,081","3,816","3,410",
442,3.6,442-3.6,,,Passenger transport,,,US$ Millions,1/,IMF,..,..,..,..,..,..,..,21,29,42,49,61,86,102,93,88,99,96,76,78,55,56,54,70,60,50,68,59,
446,0,446-0,"MACAO, CHINA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,3.4,446-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,..,..,..,..,..,..,..,387,351,399,475,506,608,695,713,883,"1,064","1,155","1,239","1,385","1,435","1,500","1,702","1,941","2,034",870,"1,017",908,
446,3.5,446-3.5,,,Travel,,,US$ Millions,,IMF,..,..,..,..,..,..,..,367,335,382,412,433,526,621,645,800,964,"1,083","1,135","1,254","1,326","1,404","1,600","1,837","1,922",829,957,908,
446,3.6,446-3.6,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,20,16,17,63,73,82,74,68,83,100,72,104,131,109,96,102,104,112,41,60,..,
450,0,450-0,MADAGASCAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,3.4,450-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,79,89,101,140,133,139,179,192,67,108,164,167,188,264,225,216,288,235,256,317,240,300,319,309,319,84,125,297,
450,3.5,450-3.5,,,Travel,,,US$ Millions,,IMF,59,72,80,119,111,115,130,160,64,93,75,86,97,141,111,104,150,108,133,156,141,141,164,183,177,66,96,175,
450,3.6,450-3.6,,,Passenger transport,,,US$ Millions,,IMF,20,17,21,21,22,24,49,32,3,15,89,81,91,123,114,112,138,127,123,161,99,159,155,126,142,18,29,122,
454,0,454-0,MALAWI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,3.4,454-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,53,64,81,49,52,53,52,86,70,70,84,85,79,86,91,90,92,96,90,106,121,100,159,174,168,130,140,..,
454,3.5,454-3.5,,,Travel,,,US$ Millions,,IMF,39,50,70,39,47,50,40,78,57,60,54,55,57,61,63,61,61,65,62,74,86,72,114,125,161,126,136,..,
454,3.6,454-3.6,,,Passenger transport,,,US$ Millions,,IMF,14,14,11,10,5,3,12,8,13,10,30,30,22,25,28,29,31,31,28,32,35,28,45,49,7,4,4,..,
458,0,458-0,MALAYSIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,3.4,458-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,"2,722","3,032","3,158","2,160","2,382","2,543","3,391","3,330","3,401","3,822","4,339","5,085","6,600","7,724","7,196","9,258","11,136","13,165","13,377","13,893","11,599","11,339","12,145","13,207","13,694","5,190","3,797","6,990",
458,3.5,458-3.5,,,Travel,,,US$ Millions,,IMF,"2,314","2,569","2,590","1,785","1,973","2,075","2,614","2,618","2,846","3,178","3,711","4,257","5,601","6,709","6,508","8,324","10,180","12,217","12,236","12,442","10,708","10,472","10,829","12,127","12,385","4,787","3,663","6,645",
458,3.6,458-3.6,,,Passenger transport,,,US$ Millions,,IMF,408,463,568,375,409,468,777,712,555,644,628,828,999,"1,015",688,934,956,948,"1,141","1,451",891,867,"1,316","1,080","1,309",403,134,345,
462,0,462-0,MALDIVES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,3.4,462-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,41,48,51,55,58,60,59,60,60,75,94,106,152,211,212,252,231,207,252,271,309,347,369,414,431,126,177,368,
462,3.5,462-3.5,,,Travel,,,US$ Millions,,IMF,31,38,40,42,45,46,45,46,46,56,70,78,122,167,174,205,184,164,204,208,253,284,308,338,349,112,153,308,
462,3.6,462-3.6,,,Passenger transport,,,US$ Millions,,IMF,10,10,11,13,13,14,14,14,14,19,24,28,30,44,38,47,47,43,48,63,56,63,61,76,82,14,24,60,
466,0,466-0,MALI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,3.4,466-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,74,69,65,67,65,66,65,62,94,125,133,196,201,228,191,167,171,164,189,231,207,213,221,255,260,155,249,..,
466,3.5,466-3.5,,,Travel,,,US$ Millions,,IMF,49,40,38,38,40,40,36,36,48,66,77,120,137,147,102,111,119,102,118,144,150,157,160,179,195,125,164,..,
466,3.6,466-3.6,,,Passenger transport,,,US$ Millions,,IMF,25,29,27,29,25,26,29,26,46,59,56,76,64,81,89,56,52,62,71,87,57,56,61,76,65,30,85,..,
470,0,470-0,MALTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,3.4,470-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,237,244,216,221,231,224,204,180,238,291,311,362,284,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
470,3.5,470-3.5,,,Travel,,,US$ Millions,,IMF,214,219,190,193,201,200,180,154,215,255,268,320,237,307,291,309,333,339,384,397,368,408,472,518,530,127,240,414,
470,3.6,470-3.6,,,Passenger transport,,,US$ Millions,,IMF,23,25,26,28,30,24,24,26,23,36,43,42,47,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
584,0,584-0,MARSHALL ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,3.4,584-3.4,,Tourism expenditure in other countries,,,,US$ Millions,1/,IMF,..,..,..,..,0.1,0.2,0.3,0.3,0.3,0.4,25.5,23.1,24.3,24.5,24.6,22.0,23.8,25.5,24.7,23.8,26.2,27.0,27.6,31.4,22.0,23.8,..,..,1/ 1995-2004 country data. Fiscal years (October 1 to September 30).
584,3.5,584-3.5,,,Travel,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,14.4,10.9,11.4,11.6,12.4,11.1,12.7,12.9,12.7,12.3,14.7,15.5,16.1,19.9,11.1,12.7,..,..,
584,3.6,584-3.6,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,11.1,12.2,12.9,12.9,12.2,10.9,11.1,12.6,12.0,11.5,11.5,11.5,11.5,11.5,10.9,11.1,..,..,
474,0,474-0,MARTINIQUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,3.4,474-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
474,3.5,474-3.5,,,Travel,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
474,3.6,474-3.6,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
478,0,478-0,MAURITANIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,3.4,478-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,30,41,53,47,..,..,..,..,..,..,..,..,..,..,..,..,..,101,105,112,73,74,61,38,56,35,32,51,1/ 1999 country data.
478,3.5,478-3.5,,,Travel,,,US$ Millions,1/,IMF,23,36,48,42,55,..,..,..,..,..,..,..,..,..,..,..,..,59,58,62,43,41,29,13,31,18,17,24,
478,3.6,478-3.6,,,Passenger transport,,,US$ Millions,,IMF,7,5,5,5,..,..,..,..,..,..,..,..,..,..,..,..,..,42,47,50,30,33,32,25,25,17,15,27,
480,0,480-0,MAURITIUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,3.4,480-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,184,205,194,203,210,203,216,223,236,277,295,347,384,489,384,423,427,394,458,503,616,683,738,663,656,224,141,434,
480,3.5,480-3.5,,,Travel,,,US$ Millions,,IMF,159,179,173,185,187,182,198,204,216,255,275,327,357,452,354,398,400,366,438,481,547,616,669,588,578,205,123,376,
480,3.6,480-3.6,,,Passenger transport,,,US$ Millions,,IMF,25,26,21,18,23,21,18,19,20,22,20,20,27,37,30,25,27,28,20,22,69,67,69,75,78,19,18,58,
484,0,484-0,MEXICO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,3.4,484-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,"3,587","3,963","4,554","4,834","5,192","6,365","6,685","7,087","7,252","8,034","8,951","9,387","9,918","10,246","8,737","9,001","9,704","10,735","11,970","12,556","12,668","12,823","13,647","14,074","12,300","4,240","6,799","9,634",
484,3.5,484-3.5,,,Travel,,,US$ Millions,,IMF,"3,171","3,387","3,892","4,209","4,541","5,499","5,702","6,060","6,253","6,959","7,600","8,108","8,462","8,568","7,207","7,255","7,832","8,449","9,122","9,606","10,098","10,303","10,840","11,230","9,881","3,475","5,147","7,054",
484,3.6,484-3.6,,,Passenger transport,,,US$ Millions,,IMF,416,576,662,625,651,866,983,"1,027",999,"1,075","1,351","1,279","1,456","1,678","1,530","1,746","1,872","2,286","2,848","2,950","2,570","2,520","2,807","2,844","2,419",765,"1,652","2,580",
583,0,583-0,"MICRONESIA, FEDERATED STATES OF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,3.4,583-3.4,,Tourism expenditure in other countries,,,,US$ Millions,1/,IMF,..,..,4.6,4.8,4.9,5.3,5.4,5.3,5.5,6.7,6.9,7.0,7.0,7.1,26,28,27,30,29,29,..,..,..,..,..,..,..,..,1/ 1997-2008: country data.
583,3.5,583-3.5,,,Travel,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10,12,12,13,12,12,..,..,..,..,..,..,..,..,
583,3.6,583-3.6,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16,16,15,17,17,17,..,..,..,..,..,..,..,..,
498,0,498-0,"MOLDOVA, REPUBLIC OF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,3.4,498-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,73,77,75,73,69,86,90,109,118,135,170,224,290,359,307,298,349,396,428,442,370,334,380,438,464,291,398,508,
498,3.5,498-3.5,,,Travel,,,US$ Millions,,IMF,56,52,65,59,57,73,75,95,99,113,141,190,233,288,243,241,277,308,335,345,284,257,302,352,371,263,361,423,
498,3.6,498-3.6,,,Passenger transport,,,US$ Millions,,IMF,17,25,10,14,12,13,15,14,19,22,29,34,57,71,64,57,72,88,93,97,86,77,78,86,93,28,37,85,
492,0,492-0,MONACO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,3.4,492-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
492,3.5,492-3.5,,,Travel,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
492,3.6,492-3.6,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
496,0,496-0,MONGOLIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,3.4,496-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,22,37,19,50,45,54,59,125,144,207,142,196,218,249,242,319,460,558,643,529,473,536,618,822,"1,036",573,778,"1,086",
496,3.5,496-3.5,,,Travel,,,US$ Millions,,IMF,20,19,14,45,41,51,55,119,138,193,126,172,196,217,210,265,396,485,580,473,422,482,533,719,925,550,742,996,
496,3.6,496-3.6,,,Passenger transport,,,US$ Millions,,IMF,2,18,5,5,4,3,4,6,6,14,16,24,22,32,32,54,64,73,63,56,51,54,85,103,111,23,36,90,
499,0,499-0,MONTENEGRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,3.4,499-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,58,80,76,72,70,67,81,79,69,91,91,73,72,38,57,79,
499,3.5,499-3.5,,,Travel,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,37,43,49,46,39,39,48,47,45,66,67,68,58,30,42,59,
499,3.6,499-3.6,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,21,37,27,26,31,28,33,32,24,25,24,5,14,8,15,20,
500,0,500-0,MONTSERRAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,3.4,500-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.6,5.5,7.3,7.9,7.7,7.4,3.4,3.6,4.3,
500,3.5,500-3.5,,,Travel,,,US$ Millions,,IMF,4.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.8,2.9,3.2,3.0,2.9,3.2,3.0,3.1,6.1,5.1,7.0,7.4,7.3,7.0,3.3,3.4,4.1,
500,3.6,500-3.6,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.5,0.4,0.3,0.5,0.4,0.4,0.1,0.2,0.2,
504,0,504-0,MOROCCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,3.4,504-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,356,353,363,496,578,506,589,669,845,912,999,"1,113","1,418","1,910","1,713","1,879","2,260","2,095","2,002","2,273","2,155","2,312","2,829","2,987","3,102","1,509","1,707","2,494",
504,3.5,504-3.5,,,Travel,,,US$ Millions,,IMF,302,300,315,423,452,425,389,444,548,574,612,693,880,"1,090","1,106","1,203","1,363","1,253","1,318","1,456","1,402","1,460","1,793","1,976","2,176","1,113","1,205","1,883",
504,3.6,504-3.6,,,Passenger transport,,,US$ Millions,,IMF,54,53,48,73,126,81,200,225,297,338,387,420,538,820,607,676,897,842,684,817,753,852,"1,036","1,011",926,396,502,611,
508,0,508-0,MOZAMBIQUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,3.4,508-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,..,..,..,..,140,122,132,115,141,140,187,196,209,241,247,247,264,247,313,331,322,290,237,135,99,95,139,142,
508,3.5,508-3.5,,,Travel,,,US$ Millions,,IMF,..,68,82,97,136,108,114,113,140,134,176,179,180,208,212,216,230,186,241,253,223,245,191,132,95,90,126,138,
508,3.6,508-3.6,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,4,14,18,2,1,6,11,17,29,33,35,31,34,61,72,78,99,45,46,3,4,5,13,4,
104,0,104-0,MYANMAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,3.4,104-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,..,..,38,31,26,30,32,34,36,32,34,40,39,50,..,..,132,265,131,119,146,201,136,118,214,..,..,..,
104,3.5,104-3.5,,,Travel,,,US$ Millions,,IMF,18,28,33,27,21,25,27,29,32,29,31,37,36,49,52,53,123,257,115,37,25,37,105,89,186,..,..,..,
104,3.6,104-3.6,,,Passenger transport,,,US$ Millions,,IMF,..,..,5,4,5,5,5,5,4,3,3,3,3,1,..,..,9,8,16,82,121,164,31,29,28,..,..,..,
516,0,516-0,NAMIBIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,3.4,516-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40,42,55,53,47,67,71,82,92,69,118,76,60,98,
516,3.5,516-3.5,,,Travel,,,US$ Millions,,IMF,90,89,99,88,76,73,67,63,101,123,108,118,132,114,35,35,46,48,41,50,63,72,90,56,107,72,59,94,
516,3.6,516-3.6,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5,7,9,5,6,17,8,10,2,13,11,4,1,4,
520,0,520-0,NAURU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,3.4,520-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
520,3.5,520-3.5,,,Travel,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,1.5,2.5,2.9,2.9,1.9,4.3,10.7,6.4,10.0,9.0,7.1,..,..,..,..,
520,3.6,520-3.6,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
524,0,524-0,NEPAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,3.4,524-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,167,155,141,107,116,109,128,108,119,205,221,261,402,545,572,528,420,562,598,680,669,634,886,915,713,267,426,956,
524,3.5,524-3.5,,,Travel,,,US$ Millions,,IMF,136,125,103,78,71,73,80,69,81,154,163,185,274,381,434,402,320,413,422,504,527,587,783,833,702,263,423,934,
524,3.6,524-3.6,,,Passenger transport,,,US$ Millions,,IMF,31,30,38,29,45,36,48,39,38,51,58,76,128,164,138,126,100,149,176,176,142,47,103,82,11,4,3,23,
528,0,528-0,NETHERLANDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,3.4,528-3.4,,Tourism expenditure in other countries,,,,US$ Millions,1/,IMF,"13,151","13,709","12,555","13,474","13,468","13,649","13,061","14,201","15,887","16,937",..,..,..,..,..,..,..,"20,094","21,009","23,655","20,234","20,189","21,585","22,713","22,229","7,791","11,035","20,165","1/ From 2012 source: Central Bank ""De Nederlandsche Bank""."
528,3.5,528-3.5,,,Travel,,,US$ Millions,1/,IMF,"11,674","12,276","11,227","12,005","12,029","12,191","11,994","12,976","15,265","16,348","13,724","14,588","17,277","19,805","18,628","19,044","20,741","19,778","20,698","21,092","18,038","17,915","19,985","20,879","20,473","7,359","10,567","18,717",
528,3.6,528-3.6,,,Passenger transport,,,US$ Millions,1/,IMF,"1,477","1,433","1,328","1,469","1,439","1,458","1,067","1,225",622,589,..,..,..,..,..,..,..,316,311,"2,563","2,196","2,274","1,600","1,834","1,756",432,468,"1,448",
540,0,540-0,NEW CALEDONIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,3.4,540-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,354,330,343,356,336,333,328,253,252,..,..,..,..,..,..,
540,3.5,540-3.5,,,Travel,,,US$ Millions,,IMF,..,..,..,..,..,..,..,104,128,167,122,129,149,168,170,179,176,159,164,169,145,153,..,..,..,..,..,..,
540,3.6,540-3.6,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,186,160,164,180,177,169,159,108,99,..,..,..,..,..,..,
554,0,554-0,NEW ZEALAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,3.4,554-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
554,3.5,554-3.5,,,Travel,,,US$ Millions,,IMF,"1,259","1,466","1,461","1,383","1,430","1,235","1,255","1,386","1,649","2,229","2,671","2,535","3,077","3,006","2,580","3,039","3,461","3,715","3,861","4,108","3,721","4,010","4,463","4,603","4,293","1,449","1,158","2,567",
554,3.6,554-3.6,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
558,0,558-0,NICARAGUA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,3.4,558-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,56,79,86,94,114,126,128,125,139,154,162,224,238,265,256,225,240,241,277,286,273,310,365,349,312,102,139,237,
558,3.5,558-3.5,,,Travel,,,US$ Millions,,IMF,40,60,65,70,78,78,76,69,75,89,91,136,127,144,134,121,138,136,152,168,156,181,235,219,181,63,75,126,
558,3.6,558-3.6,,,Passenger transport,,,US$ Millions,,IMF,16,19,21,24,36,48,52,56,64,65,71,88,111,121,122,104,102,105,125,118,117,129,130,130,131,39,64,111,
562,0,562-0,NIGER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
