INDEX,,,3. OUTBOUND TOURISM: Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.,S.,C. & S.,Basic data and indicators,,,,,Units,Notes,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,
796,3.3,796-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
798,0,798-0,TUVALU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
798,3.1,798-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
798,3.2,798-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,1.9,2.2,2.9,2.8,2.7,2.6,2.3,2.2,2.0,2.4,..,..,..,2.1,..,..,..,..,..,..,4.2,4.7,1.5,0.5,1.4,
798,3.3,798-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
800,0,800-0,UGANDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,3.1,800-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
800,3.2,800-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,148,241,327,153,152,184,189,231,189,254,272,337,311,324,367,469,471,511,523,568,563,..,488,197,331,397,
800,3.3,800-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
804,0,804-0,UKRAINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804,3.1,804-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,"17,866","16,100","15,961","17,741","20,335","21,755","23,988","22,637","23,336","25,226","27,067","27,977","29,346","11,251","14,726","15,539",
804,3.2,804-3.2,,,,Overnights visitors (tourists),,Thousands,,"6,552","6,004","9,632","7,773","7,399","13,422","14,849","14,729","14,795","15,588","16,454","16,875","17,335","15,499","15,334","17,180","19,773","21,433","23,761","22,438","23,142","24,668","26,437","27,811","28,880","11,018","14,352","15,184",
804,3.3,804-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,531,601,627,561,562,322,227,199,194,558,630,166,466,233,374,355,
784,0,784-0,UNITED ARAB EMIRATES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784,3.1,784-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"17,890","18,728","18,866","18,967","18,906","6,458","7,454",..,
784,3.2,784-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"17,407","18,222","18,356","18,454","18,395","6,284","7,258",..,
784,3.3,784-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,484,506,510,513,511,175,197,..,
826,0,826-0,UNITED KINGDOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ Data collection by the International Passenger Survey (IPS) was suspended 16 March 2020, for the period April to December 2020 the figures are based on administrative sources and modelling; estimates prior to April 2020 are based on data collected from the International Passenger Survey."
826,3.1,826-3.1,,,Total departures,,,Thousands,1/,"41,345","42,050","45,957","50,872","53,881","56,837","58,281","59,377","61,424","64,194","66,494","69,536","69,450","69,011","63,513","64,647","67,493","66,858","68,959","72,204","77,619","81,757","87,242","90,571","93,086","23,827","19,142","70,950",
826,3.2,826-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
826,3.3,826-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,361,
840,0,840-0,UNITED STATES OF AMERICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ Source: NTTO, Statistics Canada, Banco de Mexico.
2/ Includes Mexico and Canada same-day trips only."
840,3.1,840-3.1,,,Total departures,,,Thousands,,"74,031","76,803","78,481","82,758","84,540","87,973","84,755","80,883","75,880","79,655","79,215","148,511","140,364","136,148","129,954","121,574","114,089","116,329","118,968","121,699","130,364","141,526","148,045","158,445","170,930","60,550",..,..,
840,3.2,840-3.2,,,,Overnights visitors (tourists),,Thousands,1/,"51,285","52,999","53,229","55,696","57,222","61,327","59,442","58,066","56,250","61,809","63,503","63,663","64,049","63,653","62,130","61,061","59,209","60,697","61,344","68,185","74,191","80,223","87,657","93,137","99,744","33,499",..,..,
840,3.3,840-3.3,,,,Same-day visitors (excursionists),,Thousands,2/,"22,746","23,804","25,252","27,062","27,318","26,646","25,313","22,817","19,630","17,846","15,712","84,849","76,314","72,496","67,903","60,513","54,880","55,632","57,094","53,523","56,911","61,303","60,388","65,308","71,186","27,051",..,..,
850,0,850-0,UNITED STATES VIRGIN ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,3.1,850-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
850,3.2,850-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
850,3.3,850-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
858,0,858-0,URUGUAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,3.1,858-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
858,3.2,858-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,562,654,778,667,531,530,495,569,658,666,635,734,826,"1,027","1,534","1,816","2,281","2,396","2,217","1,715","1,789","1,947","2,199",..,93,..,
858,3.3,858-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
860,0,860-0,UZBEKISTAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860,3.1,860-3.1,,,Total departures,,,Thousands,,..,..,246,247,202,217,183,264,400,455,572,893,"1,248","1,150","1,317","1,610",..,..,"3,117","2,786","3,491","3,848","5,182","8,594","8,437",..,..,..,
860,3.2,860-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
860,3.3,860-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
548,0,548-0,VANUATU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,3.1,548-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
548,3.2,548-3.2,,,,Overnights visitors (tourists),,Thousands,,11,11,11,12,12,12,11,11,12,13,14,15,16,19,20,21,22,23,26,26,27,20,26,28,36,9,9,18,
548,3.3,548-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
862,0,862-0,"VENEZUELA, BOLIVARIAN REPUBLIC OF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,3.1,862-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
862,3.2,862-3.2,,,,Overnights visitors (tourists),,Thousands,,534,511,460,752,754,954,933,881,832,816,"1,067","1,095","1,410","1,745","1,651","1,477","1,719","1,734","1,931","1,589","1,539","1,530","1,079",..,..,..,..,..,
862,3.3,862-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
704,0,704-0,VIET NAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,3.1,704-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
704,3.2,704-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
704,3.3,704-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
886,0,886-0,YEMEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,3.1,886-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
886,3.2,886-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
886,3.3,886-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
894,0,894-0,ZAMBIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,3.1,894-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
894,3.2,894-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
894,3.3,894-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
716,0,716-0,ZIMBABWE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ The country is yet to conduct Domestic and Outbound Market Survey to obtain missing indicators on domestic and outbound Tourism.
Based on returning residents figures."
716,3.1,716-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
716,3.2,716-3.2,,,,Overnights visitors (tourists),,Thousands,1/,256,69,123,213,331,..,..,..,386,498,474,541,547,593,631,650,693,720,"2,946","3,182","3,393","3,192","2,768","2,288","3,275",993,597,"1,610",
716,3.3,716-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"The information is the same as that provided in the ""Compendium of Tourism Statistics""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,..,Data not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Source: World Tourism Organization (UNWTO),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
