INDEX,,,3. OUTBOUND TOURISM: Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.,S.,C. & S.,Basic data and indicators,,,,,Units,Notes,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,
404,3.1,404-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
404,3.2,404-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
404,3.3,404-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
296,0,296-0,KIRIBATI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,3.1,296-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
296,3.2,296-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
296,3.3,296-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
408,0,408-0,"KOREA, DEMOCRATIC PEOPLE´S REPUBLIC OF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,3.1,408-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
408,3.2,408-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
408,3.3,408-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
410,0,410-0,"KOREA, REPUBLIC OF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,3.1,410-3.1,,,Total departures,,,Thousands,,"3,819","4,649","4,542","3,067","4,342","5,508","6,084","7,123","7,086","8,826","10,080","11,610","13,325","11,996","9,494","12,488","12,694","13,737","14,846","16,081","19,310","22,383","26,496","28,696","28,714","4,276","1,223","6,554",
410,3.2,410-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
410,3.3,410-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
414,0,414-0,KUWAIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,3.1,414-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
414,3.2,414-3.2,,,,Overnights visitors (tourists),,Thousands,,878,"1,051","1,097","1,264","1,209","1,236","1,666","1,725","1,774","1,928","2,173","2,529","2,649",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
414,3.3,414-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
417,0,417-0,KYRGYZSTAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,3.1,417-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,"2,273","2,354","1,342","3,061","3,621","3,993","3,790","4,008","4,185","4,446","6,839","5,314","1,520","1,808","3,734",
417,3.2,417-3.2,,,,Overnights visitors (tourists),,Thousands,,42,..,..,33,45,47,46,59,116,239,201,454,559,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
417,3.3,417-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
418,0,418-0,LAO PEOPLE´S DEMOCRATIC REPUBLIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,3.1,418-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1,686","1,788","2,052","2,857","3,320","3,067","3,059","3,049","3,207","2,690",707,..,..,
418,3.2,418-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
418,3.3,418-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
428,0,428-0,LATVIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,1/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ From 2012 source: Household survey.
428,3.1,428-3.1,,,Total departures,,,Thousands,,"1,812","1,798","1,877","1,961","2,256","2,596","2,697","2,306","2,286","2,457","2,959","3,151","3,398","3,782","3,268","3,332","3,257","1,830","1,776","1,846","1,720","1,939","2,055","2,175","2,384",690,629,"1,729",
428,3.2,428-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1,573","1,650","1,530","1,398","1,246","1,362","1,242","1,250","1,265","1,368","1,480",432,512,"1,303",
428,3.3,428-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1,695","1,682","1,727",432,530,484,478,689,790,807,904,258,117,426,
422,0,422-0,LEBANON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,3.1,422-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
422,3.2,422-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
422,3.3,422-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
426,0,426-0,LESOTHO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,3.1,426-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
426,3.2,426-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
426,3.3,426-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
430,0,430-0,LIBERIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,3.1,430-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
430,3.2,430-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
430,3.3,430-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
434,0,434-0,LIBYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,3.1,434-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
434,3.2,434-3.2,,,,Overnights visitors (tourists),,Thousands,,484,493,650,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
434,3.3,434-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
438,0,438-0,LIECHTENSTEIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,3.1,438-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
438,3.2,438-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
438,3.3,438-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
440,0,440-0,LITHUANIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,3.1,440-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,"4,362","3,627","3,847","3,639","4,311","4,020","4,108","4,228","4,292","3,981","4,143","4,294","4,702","4,881","1,643","1,743","3,999",
440,3.2,440-3.2,,,,Overnights visitors (tourists),,Thousands,,"1,925","2,864","2,981","3,241","3,487","3,632","3,390","3,584","3,502",..,"1,633","1,789","1,661","1,757","1,288","1,411","1,526","1,708","1,764","1,789","1,860","1,953","2,032","2,244","2,347",682,830,"1,919",
440,3.3,440-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,"2,572","1,967","2,090","2,351","2,900","2,493","2,401","2,464","2,503","2,121","2,191","2,262","2,458","2,534",961,913,"2,079",
442,0,442-0,LUXEMBOURG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,3.1,442-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
442,3.2,442-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,694,757,809,950,923,"1,049","1,021","1,100","1,185","1,084","1,132","1,190","1,362","1,237","1,643","1,580","1,624","1,815","1,702","1,588","2,346","2,510","2,548","1,460","1,814","2,819",
442,3.3,442-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
446,0,446-0,"MACAO, CHINA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,3.1,446-3.1,,,Total departures,,,Thousands,,"7,880","10,155","12,072","9,371","10,337","14,588","18,223","20,480","19,234","22,054","26,084","25,759","25,095","25,101","24,997","25,639","26,355","23,919","23,535","23,705","26,050","26,641","27,757","28,438","30,429","14,426","20,876","21,154",
446,3.2,446-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
446,3.3,446-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
450,0,450-0,MADAGASCAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,3.1,450-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
450,3.2,450-3.2,,,,Overnights visitors (tourists),,Thousands,,39,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
450,3.3,450-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
454,0,454-0,MALAWI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,3.1,454-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,244,..,..,..,
454,3.2,454-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,120,..,..,..,
454,3.3,454-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
458,0,458-0,MALAYSIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ Outgoing Peninsular Malaysians, including departures via Johore Causeway by road."
458,3.1,458-3.1,,,Total departures,,,Thousands,1/,"20,642","23,333","26,165","25,631","26,067","30,532","36,248","29,866","32,201","30,761",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
458,3.2,458-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
458,3.3,458-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
462,0,462-0,MALDIVES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,3.1,462-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
462,3.2,462-3.2,,,,Overnights visitors (tourists),,Thousands,,32,32,33,37,42,42,41,43,44,61,77,74,102,123,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
462,3.3,462-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
466,0,466-0,MALI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,3.1,466-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
466,3.2,466-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
466,3.3,466-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
470,0,470-0,MALTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,3.1,470-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,292,292,328,348,368,404,430,456,550,633,728,774,218,344,695,
470,3.2,470-3.2,,,,Overnights visitors (tourists),,Thousands,,163,168,172,167,179,200,179,157,174,203,225,257,280,261,264,294,309,331,363,391,428,497,573,667,707,197,303,602,
470,3.3,470-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,31,28,34,39,37,41,39,48,53,60,61,67,21,41,93,
584,0,584-0,MARSHALL ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,3.1,584-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
584,3.2,584-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
584,3.3,584-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
474,0,474-0,MARTINIQUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,3.1,474-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
474,3.2,474-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
474,3.3,474-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
478,0,478-0,MAURITANIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,3.1,478-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
478,3.2,478-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
478,3.3,478-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
480,0,480-0,MAURITIUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,3.1,480-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
480,3.2,480-3.2,,,,Overnights visitors (tourists),,Thousands,,107,120,132,143,154,163,161,162,161,180,183,186,213,226,196,212,219,237,228,223,242,260,283,296,320,65,42,229,
480,3.3,480-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
484,0,484-0,MEXICO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,3.1,484-3.1,,,Total departures,,,Thousands,,"103,161","103,442","107,242","107,927","117,383","127,268","123,732","124,633","123,015","128,903","128,392","122,022","109,540","107,519","98,228","91,658","88,113","87,332","90,787","90,982","94,988","97,372","94,274","86,280","82,752","36,056","32,978","41,891",
484,3.2,484-3.2,,,,Overnights visitors (tourists),,Thousands,,"8,450","9,001","8,910","9,637","10,352","11,079","12,075","11,948","11,044","12,494","13,305","14,002","15,257","14,527","14,104","14,334","14,799","15,581","15,911","18,261","19,603","20,223","19,067","19,748","19,810","7,345","11,685","13,750",
484,3.3,484-3.3,,,,Same-day visitors (excursionists),,Thousands,,"94,710","94,441","98,332","98,290","107,031","116,189","111,657","112,685","111,971","116,409","115,087","108,020","94,283","92,992","84,124","77,323","73,314","71,913","74,876","72,721","75,385","77,149","75,208","66,531","62,942","28,711","21,292","28,140",
583,0,583-0,"MICRONESIA, FEDERATED STATES OF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,3.1,583-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
583,3.2,583-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
583,3.3,583-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
498,0,498-0,"MOLDOVA, REPUBLIC OF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,1/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Visitors who have benefited from tourism services provided by the tourism agencies and tour operators (titulars of tourism licences).
498,3.1,498-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,93,117,136,147,158,181,190,177,229,264,311,75,218,325,
498,3.2,498-3.2,,,,Overnights visitors (tourists),,Thousands,,71,54,35,28,37,32,30,52,67,68,57,68,82,85,93,117,136,146,157,180,186,170,216,251,289,73,217,317,
498,3.3,498-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.3,0.3,0.2,0.4,0.3,1,4,7,13,13,21,2,1,7,
492,0,492-0,MONACO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,3.1,492-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
492,3.2,492-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
492,3.3,492-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
496,0,496-0,MONGOLIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,3.1,496-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
496,3.2,496-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
496,3.3,496-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
499,0,499-0,MONTENEGRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,3.1,499-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
499,3.2,499-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
499,3.3,499-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
500,0,500-0,MONTSERRAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,3.1,500-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
500,3.2,500-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
500,3.3,500-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
504,0,504-0,MOROCCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,3.1,504-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
504,3.2,504-3.2,,,,Overnights visitors (tourists),,Thousands,,"1,317","1,212","1,203","1,275","1,545","1,508","1,701","1,533","1,612","1,603","2,247","2,135","2,669","3,421","2,293","2,175","2,378","2,323","2,195","1,850","1,910","1,864","1,849","1,923","2,009",646,869,"2,020",
504,3.3,504-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
508,0,508-0,MOZAMBIQUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,3.1,508-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
508,3.2,508-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
508,3.3,508-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
104,0,104-0,MYANMAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,3.1,104-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
104,3.2,104-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
104,3.3,104-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
