INDEX,,,1. INBOUND TOURISM: Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.,S.,C. & S.,Basic data and indicators,,,,,Units,Notes,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,1.29,191-1.29,,,,Guests,,Thousands,1/,"1,485","2,914","4,178","4,499","3,805","5,831","6,544","6,944","7,409","7,912","7,743","7,988","8,559","8,665","8,694","9,111","9,927","10,369","10,948","11,623","12,683","13,809","15,593","16,645","17,353","5,545","10,641","15,324",
191,1.30,191-1.30,,,,Overnights,,Thousands,1/,"8,763","16,919","25,114","26,545","21,885","34,045","38,384","39,711","41,323","42,516","44,911","45,885","48,280","49,268","49,230","50,992","54,751","57,522","59,680","61,324","65,863","72,193","80,222","83,175","84,148","35,379","62,848","82,288",
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,1.31,191-1.31,,,,Guests,,Thousands,,848,"1,573","2,055","2,133","1,769","2,637","2,928","2,988","3,087","3,362","3,744","3,742","3,910","3,920","3,684","3,955","4,308","4,522","4,666","4,911","5,251","5,468","6,009","6,379","6,726","1,283","2,971","5,079",
191,1.32,191-1.32,,,,Overnights,,Thousands,,"4,575","8,482","11,931","12,164","9,792","15,125","16,989","16,905","16,830","17,072","18,415","17,807","17,988","17,675","16,085","17,011","18,054","18,879","18,892","18,892","19,851","20,872","22,148","22,795","23,160","5,346","12,905","19,723",
192,0,192-0,CUBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ Hotels, motels, apart-hotels, camping/caravaning and other.
2/ Hotels, motels and apart-hotels."
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,1.29,192-1.29,,,,Guests,,Thousands,1/,"1,163","1,532","1,646","2,050","2,275","2,251","2,243","2,208","2,583","2,915","3,088","2,928","3,006","3,244","3,244","3,252","3,427","3,428","3,397","3,547","3,601","3,853","3,939","3,723","3,071","1,856",656,"1,724",
192,1.30,192-1.30,,,,Overnights,,Thousands,1/,"6,394","7,431","8,214","10,095","10,976","11,557","11,250","10,480","12,679","14,196","15,401","15,235","15,038","16,321","16,503","21,878","23,165","24,753","25,612","25,740","29,917","33,202","33,086","28,840","27,238","8,679","3,954","12,540",
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,1.31,192-1.31,,,,Guests,,Thousands,2/,"1,044","1,385","1,474","1,856","2,060","2,026","2,044","2,029","2,401","2,732","2,911","2,808","2,872","3,108","3,107","3,115","3,289","3,290","3,261","3,412","3,471","3,702","3,790","3,570","2,945","1,815",647,"1,687",
192,1.32,192-1.32,,,,Overnights,,Thousands,2/,"5,706","6,631","7,400","9,164","9,824","10,323","10,176","9,755","11,951","13,358","14,572","14,634","14,544","15,799","15,964","15,988","16,830","17,776","18,342","18,899","21,247","23,577","21,515","19,641","19,486","6,490","3,282","8,442",
535,0,535-0,CURAÇAO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ Large and small hotels, guest houses, apartments and bungalows."
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,1.29,535-1.29,,,,Guests,,Thousands,,..,..,..,..,198,191,205,218,221,223,221,233,299,323,327,296,336,350,370,390,390,441,399,432,464,175,265,490,
535,1.30,535-1.30,,,,Overnights,,Thousands,,"1,762","1,661","1,412","1,449","1,595","1,557","1,710","1,815","1,919","1,920","1,958","2,156","2,560","2,978","2,697","2,907","3,200","3,687","3,754","4,009","3,839","3,608","3,577","3,912","4,132","1,750","2,852","4,680",
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,1.31,535-1.31,,,,Guests,,Thousands,1/,..,..,..,..,111,126,129,129,145,150,158,165,214,224,234,223,249,230,291,308,302,276,268,261,281,104,173,283,
535,1.32,535-1.32,,,,Overnights,,Thousands,,..,..,..,..,567,643,680,677,754,782,842,919,"1,089","1,313",995,"1,511","1,712","1,749","2,249","2,507","2,398","2,202","2,258","2,152","2,341",987,"1,719","2,392",
196,0,196-0,CYPRUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,1/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ Accommodation data (arrivals, overnight stays and occupancy rates) is collected from the licensed tourist accommodation establishments on a monthly basis and produced by the Cyprus Tourism Organization (C.T.O.).
2/ Data concerning Hotels and Similar establishments from 2010 onwards has been revised to include tourist villas under ”Similar establishments”. Prior to this revision, tourist villas were included in “Other Collective Establishments” (under the “Holiday Dwellings” section)."
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,1.29,196-1.29,,,,Guests,,Thousands,,..,..,..,..,..,"2,238","2,285","2,040","1,826","1,735","1,763","1,771","1,785","1,762","1,672","1,814","1,947","2,021","1,948","1,936","1,874","2,268","2,489","2,666","2,689",532,"1,404",..,
196,1.30,196-1.30,,,,Overnights,,Thousands,,"14,222","12,718","13,206","14,456","16,126","16,816","18,055","15,289","13,490","13,637","14,006","13,310","13,197","13,209","11,667","12,448","13,113","13,488","13,153","12,884","12,550","14,505","15,947","16,247","16,561","2,633","8,194",..,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,1.31,196-1.31,,,,Guests,,Thousands,2/,..,..,..,..,"2,100","2,236","2,284","2,034","1,818","1,725","1,750","1,761","1,775","1,754","1,647","1,811","1,946","2,020","1,947","1,935","1,874","2,268","2,488","2,666","2,689",532,"1,404",..,
196,1.32,196-1.32,,,,Overnights,,Thousands,2/,"14,202","12,702","13,193","14,442","16,110","16,790","18,036","15,235","13,424","13,554","13,899","13,227","13,129","13,151","11,488","12,434","13,100","13,476","13,141","12,873","12,548","14,504","15,946","16,247","16,560","2,633","8,194",..,
203,0,203-0,CZECH REPUBLIC (CZECHIA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,1.29,203-1.29,,,,Guests,,Thousands,,"3,381","4,558","4,976","5,482","5,610","4,773","5,405","4,743","5,076","6,061","6,336","6,435","6,680","6,649","6,032","6,334","6,715","7,647","7,852","8,096","8,707","9,321","10,160","10,611","10,891","2,784","2,570","7,343",
203,1.30,203-1.30,,,,Overnights,,Thousands,,"10,327","14,186","14,932","16,218","16,125","15,597","17,255","15,569","16,511","18,980","19,595","20,090","20,610","19,987","17,747","18,366","19,425","21,794","22,145","22,110","23,287","24,268","26,257","26,760","27,181","7,388","6,547","18,140",
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,1.31,203-1.31,,,,Guests,,Thousands,,..,"3,696","4,013","4,067","4,141","4,097","4,862","4,314","4,485","5,346","5,686","5,781","6,098","6,135","5,609","5,974","6,377","7,167","7,327","7,513","8,024","8,579","9,354","9,672","9,972","2,471","2,345","6,356",
203,1.32,203-1.32,,,,Overnights,,Thousands,,..,"10,858","11,726","11,547","11,921","12,919","14,703","13,327","13,688","15,881","16,607","17,035","17,838","17,741","16,013","16,881","18,027","19,936","20,072","19,971","20,970","21,869","23,693","23,969","24,457","6,447","5,866","15,498",
208,0,208-0,DENMARK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ 2017 break in the series: shared economy platforms are included. Including non-commercial tourism.
2/ 2019: new methodology.
3/ Hotels only."
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,1.29,208-1.29,,,,Guests,,Thousands,1/ 2/,..,"2,125","2,158","2,073","2,023","3,535","3,684","3,436","3,474","4,421","9,587","9,630","9,832","9,564","9,265","9,425","8,471","8,443","8,557","10,267","10,424","10,781","12,426","12,749","14,725","6,229","7,555","14,190",
208,1.30,208-1.30,,,,Overnights,,Thousands,1/ 2/,"10,790","10,810","10,919","10,288","9,966","26,280","25,456","25,663","26,152","24,925","45,916","46,658","47,332","45,852","43,984","44,362","45,921","46,039","45,746","48,734","50,187","51,729","54,914","55,931","59,182","31,180","35,861","60,611",
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,1.31,208-1.31,,,,Guests,,Thousands,2/ 3/,..,"1,307","1,317","1,305","1,268","1,446","1,397","1,379","1,385","1,970","2,230","2,164","2,100","2,057","1,892","2,157","1,499","1,588","1,653","2,627","2,646","2,666","3,144","3,223","3,806",904,"1,251","3,375",
208,1.32,208-1.32,,,,Overnights,,Thousands,2/ 3/,"5,884","4,473","4,505","4,462","4,350","4,890","4,810","4,735","4,730","4,984","5,015","5,021","4,846","4,752","4,435","5,075","5,590","5,946","6,241","6,677","6,804","6,856","7,094","7,268","7,664","1,971","2,757","7,083",
262,0,262-0,DJIBOUTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,1.29,262-1.29,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
262,1.30,262-1.30,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,1.31,262-1.31,,,,Guests,,Thousands,,21,20,20,21,21,20,22,23,23,26,30,40,40,54,58,51,56,60,63,..,..,..,..,..,..,..,..,..,
262,1.32,262-1.32,,,,Overnights,,Thousands,,..,..,38,27,33,64,54,54,63,64,67,59,75,82,136,127,146,178,162,178,183,178,166,160,177,153,167,175,
212,0,212-0,DOMINICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,1.29,212-1.29,,,,Guests,,Thousands,,60,63,65,66,74,70,66,69,73,80,79,84,81,81,75,77,76,79,78,82,75,78,72,63,90,22,15,61,
212,1.30,212-1.30,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,1.31,212-1.31,,,,Guests,,Thousands,,29,30,31,25,29,29,26,26,26,29,27,35,30,31,29,31,31,33,34,36,32,33,27,18,27,7,7,20,
212,1.32,212-1.32,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
214,0,214-0,DOMINICAN REPUBLIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,1.29,214-1.29,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
214,1.30,214-1.30,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,1.31,214-1.31,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
214,1.32,214-1.32,,,,Overnights,,Thousands,,"15,596","16,812","18,884","18,942","29,390","32,849","26,187","22,318","23,920","23,795","28,411","31,082","31,469","28,166","27,656","28,392","29,420","29,657","30,970","33,710","37,144","39,566","43,194","44,228","46,647","15,395","56,305","93,736",
218,0,218-0,ECUADOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,1.29,218-1.29,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1,009","1,100","1,249","1,310","1,628","1,675","1,568","1,804","2,534","2,106",505,667,"1,263",
218,1.30,218-1.30,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"9,085","9,898","9,989","10,483","13,024","13,403","12,545","14,436","20,269","16,852","4,056","5,352","10,104",
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,1.31,218-1.31,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,636,693,929,861,"1,218","1,253","1,173","1,350","1,895","1,576",378,499,945,
218,1.32,218-1.32,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"5,087","5,543","5,573","5,165","8,525","8,773","8,212","9,449","13,268","11,031","2,646","3,493","6,615",
818,0,818-0,EGYPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818,1.29,818-1.29,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
818,1.30,818-1.30,,,,Overnights,,Thousands,,"20,451","23,765","26,579","20,151","31,002","32,788","29,813","32,664","53,130","81,668","85,172","89,304","111,466","129,234","126,534","147,385","114,214","137,819","94,410","97,256","84,128","32,712","87,783","121,497","136,299","42,967","93,815","131,048",
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818,1.31,818-1.31,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
818,1.32,818-1.32,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
222,0,222-0,EL SALVADOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Including private accommodation.
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,1.29,222-1.29,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
222,1.30,222-1.30,,,,Overnights,,Thousands,1/,..,..,..,..,..,..,..,..,..,"6,492","7,303","7,793","9,383","9,642","5,844","6,045","6,405","7,517","7,593","9,564","9,559","9,607","9,497","12,516","15,516","5,982","13,338","16,081",
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,1.31,222-1.31,,,,Guests,,Thousands,,58,164,251,368,461,487,367,485,436,273,329,374,375,376,461,595,642,600,616,687,712,757,738,695,715,173,243,556,
222,1.32,222-1.32,,,,Overnights,,Thousands,,128,608,937,"1,584","2,590","3,133","2,938","3,193","3,430",..,..,..,..,..,"2,741","2,816","2,694","2,368","2,864","3,844","3,586","4,212","3,323","3,464","3,488",775,"1,164","2,408",
226,0,226-0,EQUATORIAL GUINEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,1.29,226-1.29,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
226,1.30,226-1.30,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,1.31,226-1.31,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
226,1.32,226-1.32,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
232,0,232-0,ERITREA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ Only hotels and similar establishments in the three major towns: Asmara, Karen and Massawa."
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,1.29,232-1.29,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
232,1.30,232-1.30,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,1.31,232-1.31,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
232,1.32,232-1.32,,,,Overnights,,Thousands,1/,..,..,..,..,..,..,..,..,..,..,176,137,154,133,134,137,146,142,144,143,144,143,..,..,..,..,..,..,
233,0,233-0,ESTONIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,1.29,233-1.29,,,,Guests,,Thousands,,..,..,..,..,..,..,985,"1,003","1,113","1,374","1,453","1,428","1,380","1,433","1,381","1,564","1,808","1,874","1,940","1,983","1,929","2,057","2,156","2,141","2,253",676,563,"1,467",
233,1.30,233-1.30,,,,Overnights,,Thousands,,789,890,"1,048","1,185","1,329","1,598","1,911","1,998","2,268","2,747","2,982","3,020","2,915","2,933","2,741","3,204","3,749","3,823","3,909","3,919","3,770","4,015","4,150","4,175","4,376","1,404","1,283","2,919",
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,1.31,233-1.31,,,,Guests,,Thousands,,331,403,540,602,..,..,848,937,"1,009","1,300","1,358","1,330","1,286","1,353","1,308","1,487","1,703","1,747","1,798","1,816","1,766","1,870","1,945","1,920","1,999",598,500,"1,333",
233,1.32,233-1.32,,,,Overnights,,Thousands,,608,693,835,926,..,..,"1,341","1,887","2,086","2,602","2,791","2,772","2,668","2,727","2,555","3,003","3,478","3,499","3,537","3,516","3,368","3,559","3,654","3,635","3,764","1,178","1,056","2,521",
748,0,748-0,ESWATINI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,1.29,748-1.29,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
748,1.30,748-1.30,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,1.31,748-1.31,,,,Guests,,Thousands,,300,315,269,284,289,281,283,256,219,352,312,316,299,324,334,338,308,305,303,307,297,308,323,277,244,71,34,89,
748,1.32,748-1.32,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
230,0,230-0,ETHIOPIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,1.29,230-1.29,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
230,1.30,230-1.30,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,1.31,230-1.31,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
230,1.32,230-1.32,,,,Overnights,,Thousands,,90,103,143,73,74,210,356,391,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
242,0,242-0,FIJI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,1.29,242-1.29,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
242,1.30,242-1.30,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,1.31,242-1.31,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
242,1.32,242-1.32,,,,Overnights,,Thousands,,"1,682","1,716","1,806","1,991","2,141","1,519","1,466","1,914","2,015","2,489","2,760","2,643","2,390","2,489","2,357","2,890","3,102","3,121","3,172","3,301","3,489","3,068","3,278","3,398","3,773",736,141,"2,275",
246,0,246-0,FINLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,1/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Accommodation survey.
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,1.29,246-1.29,,,,Guests,,Thousands,,"1,779","1,724","1,832","1,867","1,831","1,971","1,999","2,043","2,047","2,083","2,080","2,317","2,472","2,494","2,220","2,319","2,623","2,778","2,797","2,731","2,622","2,789","3,180","3,224","3,290",896,807,"2,127",
246,1.30,246-1.30,,,,Overnights,,Thousands,,"3,292","3,285","3,646","3,700","3,774","4,066","4,183","4,290","4,331","4,383","4,499","5,004","5,328","5,503","4,890","5,005","5,507","5,803","5,860","5,711","5,510","5,771","6,743","6,843","7,056","2,291","2,085","4,975",
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,1.31,246-1.31,,,,Guests,,Thousands,,"1,587","1,537","1,614","1,681","1,613","1,761","1,774","1,796","1,814","1,820","1,828","2,045","2,188","2,045","1,954","2,046","2,294","2,461","2,458","2,397","2,333","2,512","2,843","2,856","2,901",776,696,"1,860",
246,1.32,246-1.32,,,,Overnights,,Thousands,,"2,926","2,907","3,171","3,226","3,271","3,562","3,675","3,721","3,758","3,758","3,887","4,339","4,635","4,768","4,198","4,297","4,711","4,948","4,906","4,795","4,677","4,973","5,726","5,777","5,944","1,852","1,713","4,189",
250,0,250-0,FRANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ Source: INSEE, DGE, regional partners. Hotel occupancy surveys (EFH), campgrounds (EFHPA) and, from 2011, other collective accommodation (EFAHCT) - holiday residences and serviced apartments, holiday villages and youth hostels -; individual commercial accommodation (furnished and hotel rooms) excluded.
2/ Source: INSEE, DGE, regional partners. Hotel occupancy survey (EFH); stays for all purposes."
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,1.29,250-1.29,,,,Guests,,Thousands,1/,"34,512",..,..,"36,621","39,366","41,922","41,952","43,185","39,355","40,737","41,944","39,476","40,417","39,122","35,882","36,729","41,605","42,378","46,001","45,269","46,129","44,157","47,928","51,423","51,396","15,563","20,361","45,672",
250,1.30,250-1.30,,,,Overnights,,Thousands,1/,"87,548",..,..,"92,596","99,343","108,838","110,262","113,241","103,745","104,178","107,952","105,865","108,567","106,994","98,705","100,716","123,228","125,038","131,723","128,639","128,266","121,097","129,812","136,811","135,317","45,090","56,523","123,869",
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,1.31,250-1.31,,,,Guests,,Thousands,2/,"27,018","27,096","29,625","32,339","34,267","36,474","35,097","36,093","32,520","33,988","34,806","32,304","33,254","32,137","28,766","29,845","30,487","30,966","33,348","33,295","34,032","32,492","35,568","38,096","37,376","11,856","15,454","32,886",
250,1.32,250-1.32,,,,Overnights,,Thousands,2/,"54,339","54,994","60,786","66,330","71,768","77,014","75,652","77,602","69,323","70,391","72,054","68,821","72,393","71,065","63,203","65,861","67,176","68,426","71,992","70,282","70,859","66,286","72,738","78,250","76,424","27,459","34,180","69,260",
254,0,254-0,FRENCH GUIANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Hotels only.
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,1.29,254-1.29,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
254,1.30,254-1.30,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,1.31,254-1.31,,,,Guests,,Thousands,1/,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20,18,16,24,21,20,26,27,34,..,..,..,
254,1.32,254-1.32,,,,Overnights,,Thousands,1/,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,78,70,55,85,81,72,92,104,111,..,..,..,
258,0,258-0,FRENCH POLYNESIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,1.29,258-1.29,,,,Guests,,Thousands,,172,164,180,189,211,252,228,189,213,212,208,222,218,196,160,154,163,169,164,181,184,192,199,216,237,77,83,219,
