INDEX,,,1. INBOUND TOURISM: Tourism expenditure in the country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.,S.,C. & S.,Basic data and indicators,,,,,Units,Notes,Series,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,
516,1.34,516-1.34,,,Travel,,,US$ Millions,,IMF,278,293,333,288,238,112,222,211,333,405,348,382,433,383,395,320,264,293,244,452,465,224,341,380,349,118,129,277,
516,1.35,516-1.35,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,33,28,33,50,21,14,92,108,102,112,151,252,123,113,100,75,71,108,108,102,13,6,17,
520,0,520-0,NAURU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,1.33,520-1.33,,Tourism expenditure in the country,,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
520,1.34,520-1.34,,,Travel,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,0.6,0.5,0.6,1.0,1.0,1.5,6.8,1.7,3.4,3.9,1.6,..,..,..,..,
520,1.35,520-1.35,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
524,0,524-0,NEPAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,1.33,524-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,232,237,201,248,229,219,191,134,232,260,160,157,234,353,439,378,415,379,460,511,509,498,712,740,801,238,176,433,
524,1.34,524-1.34,,,Travel,,,US$ Millions,,IMF,177,161,146,189,173,158,144,103,199,230,131,128,200,335,413,344,383,351,436,487,483,446,629,644,705,197,142,378,
524,1.35,524-1.35,,,Passenger transport,,,US$ Millions,,IMF,55,76,55,59,56,61,47,31,33,30,29,29,34,18,26,34,32,28,24,24,26,52,83,96,96,41,34,55,
528,0,528-0,NETHERLANDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,1.33,528-1.33,,Tourism expenditure in the country,,,,US$ Millions,1/,IMF,"10,611","11,497","11,750","11,923","12,451","11,285","11,147","11,745","14,603","16,495",..,..,..,..,..,..,..,"17,675","19,429","19,669","17,558","19,422","21,630","23,925","22,114","10,708","10,457","18,583","1/ From 2012 source: Central Bank ""De Nederlandsche Bank""."
528,1.34,528-1.34,,,Travel,,,US$ Millions,1/,IMF,"6,578","6,568","6,299","6,796","6,977","7,197","6,708","7,710","9,163","10,308","8,770","9,273","11,313","12,874","12,063","11,653","12,897","12,295","13,733","14,684","13,171","14,264","16,117","17,782","18,575","9,658","9,428","16,038",
528,1.35,528-1.35,,,Passenger transport,,,US$ Millions,1/,IMF,"4,033","4,929","5,451","5,127","5,474","4,088","4,439","4,035","5,440","6,187",..,..,..,..,..,..,..,"5,380","5,696","4,985","4,387","5,158","5,513","6,143","3,539","1,050","1,029","2,545",
540,0,540-0,NEW CALEDONIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,1.33,540-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,267,236,226,285,288,287,287,246,248,..,..,..,..,..,..,1/ 1995-2001: country data.
540,1.34,540-1.34,,,Travel,,,US$ Millions,1/,IMF,108,114,117,110,112,111,94,156,196,241,149,122,142,152,141,129,166,165,168,187,158,159,..,..,..,..,..,..,
540,1.35,540-1.35,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,115,95,97,119,123,119,100,88,89,..,..,..,..,..,..,
554,0,554-0,NEW ZEALAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,1.33,554-1.33,,Tourism expenditure in the country,,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
554,1.34,554-1.34,,,Travel,,,US$ Millions,,IMF,"2,318","2,553","2,211","1,857","2,234","2,272","2,340","3,159","4,232","5,098","6,486","6,148","7,190","6,961","5,979","6,523","7,295","7,142","7,434","8,582","9,464","9,773","10,594","10,961","10,580","5,686","2,875","4,096",
554,1.35,554-1.35,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
558,0,558-0,NICARAGUA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,1.33,558-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,51,55,82,103,128,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
558,1.34,558-1.34,,,Travel,,,US$ Millions,,IMF,50,54,80,100,125,129,135,135,160,192,206,249,277,303,336,314,391,421,417,446,528,642,841,544,515,199,184,596,
558,1.35,558-1.35,,,Passenger transport,,,US$ Millions,,IMF,1,1,2,3,3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
562,0,562-0,NIGER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,1.33,562-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,..,26,29,27,25,23,30,20,28,32,44,39,44,86,69,106,54,51,59,100,80,84,91,114,130,97,143,..,
562,1.34,562-1.34,,,Travel,,,US$ Millions,,IMF,7,25,28,27,25,23,30,20,27,31,43,36,41,79,66,105,51,50,58,90,74,77,83,98,116,85,120,..,
562,1.35,562-1.35,,,Passenger transport,,,US$ Millions,,IMF,..,0.6,0.6,..,0.1,0.1,0.1,0.2,0.5,1.3,0.9,3,3,7,3,1,3,1,1,10,6,7,8,16,14,12,23,..,
566,0,566-0,NIGERIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,1.33,566-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,47,58,83,81,99,186,168,256,58,49,139,209,337,958,791,736,688,638,616,605,461,"1,088","2,615","1,977","1,471",321,265,"1,142",
566,1.34,566-1.34,,,Travel,,,US$ Millions,,IMF,17,35,55,47,54,101,91,139,30,21,54,184,213,569,602,569,623,555,538,543,404,"1,070","2,549","1,962","1,449",313,256,"1,127",
566,1.35,566-1.35,,,Passenger transport,,,US$ Millions,,IMF,30,23,28,34,45,85,77,117,28,28,85,25,124,389,189,167,65,83,78,62,57,18,66,15,22,8,9,15,
570,0,570-0,NIUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,1.33,570-1.33,,Tourism expenditure in the country,,,,US$ Millions,1/,country,2.0,1.0,2.0,1.1,..,..,..,..,1.3,1.0,1.2,1.1,1.6,2.0,1.7,2.2,..,..,..,..,..,..,..,..,..,..,..,..,"1/ The expenditure figures are those provided by the country to UNWTO, which do not appear in the International Monetary Fund data.
2/ Source: South Pacific Tourism Organisation - Regional Tourism Resource Centre."
570,1.34,570-1.34,,,Travel,,,US$ Millions,2/,country,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.0,8.3,..,..,..,..,..,
570,1.35,570-1.35,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
807,0,807-0,NORTH MACEDONIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,1.33,807-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,..,35,29,30,80,88,49,55,86,103,116,156,219,262,232,199,242,237,270,298,268,283,331,387,401,253,387,483,
807,1.34,807-1.34,,,Travel,,,US$ Millions,,IMF,19,21,14,17,40,38,26,39,57,72,89,129,186,228,218,197,240,234,267,295,265,280,327,382,396,252,385,480,
807,1.35,807-1.35,,,Passenger transport,,,US$ Millions,,IMF,..,14,15,13,40,50,23,16,29,31,27,27,33,34,14,2,2,3,3,3,3,3,4,5,5,1,2,3,
580,0,580-0,NORTHERN MARIANA ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,1.33,580-1.33,,Tourism expenditure in the country,,,,US$ Millions,,country,655,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
580,1.34,580-1.34,,,Travel,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
580,1.35,580-1.35,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
578,0,578-0,NORWAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,1.33,578-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,"2,730","2,770","2,570","2,545","2,750","2,521","2,380","2,581","2,989","3,531","4,243","4,289","5,322","5,702","4,949","5,299","6,565","6,784","7,175","7,503","6,370","6,285","6,565","7,280","7,390","2,172","2,401","6,445",
578,1.34,578-1.34,,,Travel,,,US$ Millions,,IMF,"2,238","2,256","2,135","2,116","2,277","2,050","1,958","2,179","2,500","2,980","3,494","3,791","4,503","4,853","4,199","4,692","5,329","5,436","5,627","5,579","4,864","5,226","5,601","5,928","5,900","1,830","1,923","5,421",
578,1.35,578-1.35,,,Passenger transport,,,US$ Millions,,IMF,492,514,435,429,473,471,422,402,489,551,749,498,819,849,750,607,"1,236","1,348","1,548","1,924","1,506","1,059",964,"1,352","1,490",342,478,"1,024",
512,0,512-0,OMAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,1.33,512-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,..,..,..,338,350,377,538,539,546,601,627,749,905,"1,105","1,092","1,072","1,515","1,723","1,888","1,971","2,247","2,324","2,717","2,975","3,193",722,511,..,
512,1.34,512-1.34,,,Travel,,,US$ Millions,,IMF,..,193,192,206,206,221,385,393,385,411,429,544,648,796,689,783,995,"1,096","1,295","1,375","1,540","1,617","1,747","1,758","1,811",455,362,..,
512,1.35,512-1.35,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,132,144,156,153,146,161,190,198,205,257,309,403,289,520,627,593,596,707,707,970,"1,217","1,382",267,149,..,
586,0,586-0,PAKISTAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,1.33,586-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,582,590,618,556,492,551,533,562,620,765,828,919,912,986,950,998,"1,127","1,014",938,971,915,790,865,845,992,765,884,"1,182",
586,1.34,586-1.34,,,Travel,,,US$ Millions,,IMF,110,105,103,87,74,81,88,97,122,179,182,255,276,316,272,305,373,339,288,282,317,322,352,390,494,439,559,739,
586,1.35,586-1.35,,,Passenger transport,,,US$ Millions,,IMF,472,485,515,469,418,470,445,465,498,586,646,664,636,670,678,693,754,675,650,689,598,468,513,455,498,326,325,443,
585,0,585-0,PALAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,1.33,585-1.33,,Tourism expenditure in the country,,,,US$ Millions,1/ 2/,IMF,..,..,..,..,..,..,..,..,..,..,63,60,68,78,76,76,94,109,117,131,156,..,..,..,..,..,..,..,"1/ 1998-2004: country data.
2/ Fiscal years ending September 30."
585,1.34,585-1.34,,,Travel,,,US$ Millions,1/ 2/ ,IMF,..,..,..,58,54,45,41,40,41,49,60,57,65,74,73,73,91,105,113,127,149,121,106,96,83,41,4,15,
585,1.35,585-1.35,,,Passenger transport,,,US$ Millions,1/ 2/,IMF,..,..,..,..,..,..,..,..,..,..,3,3,3,4,3,3,3,4,4,4,7,..,..,..,..,..,..,..,
591,0,591-0,PANAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,1.33,591-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,372,432,471,492,506,628,665,710,804,903,"1,108","1,425","1,806","2,208","2,280","2,621","3,630","4,585","5,419","5,749","5,754","6,283","6,827","7,139","7,051","1,853","3,611","7,388",
591,1.34,591-1.34,,,Travel,,,US$ Millions,,IMF,309,360,377,382,396,458,477,513,585,651,780,960,"1,185","1,408","1,484","1,745","2,519","3,064","3,533","3,729","3,948","4,234","4,422","4,617","4,520","1,129","2,309","4,723",
591,1.35,591-1.35,,,Passenger transport,,,US$ Millions,,IMF,63,72,94,110,110,170,188,197,219,252,328,465,621,800,796,876,"1,111","1,521","1,886","2,020","1,806","2,049","2,405","2,522","2,531",724,"1,302","2,665",
598,0,598-0,PAPUA NEW GUINEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,1.33,598-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,4.9,7.1,7.0,4.6,7.2,4.2,..,2.4,6.0,2.4,3.8,2.8,1.8,1.6,15.3,4.2,4.7,1.5,2.0,..,
598,1.34,598-1.34,,,Travel,,,US$ Millions,,IMF,25,14,8,15,6,7,5,3,4.0,5.8,3.6,4.3,5.0,2.7,2.1,2.3,5.8,2.3,3.7,2.7,1.7,0.8,2.0,3.4,3.9,0.7,1.9,..,
598,1.35,598-1.35,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,0.9,1.3,3.4,0.30,2.2,1.5,..,0.1,0.2,0.1,0.1,0.1,0.1,0.8,13.3,0.8,0.8,0.8,0.2,..,
600,0,600-0,PARAGUAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,1.33,600-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,162,159,145,128,95,88,91,76,81,87,96,112,121,392,392,434,472,522,539,573,959,"1,039","1,250",959,983,212,102,475,
600,1.34,600-1.34,,,Travel,,,US$ Millions,,IMF,137,140,128,111,81,73,69,62,64,70,78,92,102,373,372,408,452,496,513,547,929,"1,009","1,220",929,953,201,84,454,
600,1.35,600-1.35,,,Passenger transport,,,US$ Millions,,IMF,25,19,17,17,14,15,22,14,17,17,18,20,19,19,20,26,20,26,26,26,30,30,30,30,30,11,18,21,
604,0,604-0,PERU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,1.33,604-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,521,773,911,947,911,861,763,836,"1,023","1,232","1,438","1,775","2,007","2,396","2,440","2,475","2,814","3,074","3,916","3,907","4,140","4,288","4,439","4,505","4,703","1,002","1,043","2,938",
604,1.34,604-1.34,,,Travel,,,US$ Millions,,IMF,428,670,816,845,890,837,733,787,963,"1,142","1,308","1,570","1,723","1,991","2,014","2,008","2,262","2,443","3,000","3,077","3,309","3,486","3,576","3,557","3,738",776,688,"2,137",
604,1.35,604-1.35,,,Passenger transport,,,US$ Millions,,IMF,93,103,95,102,21,24,30,49,60,90,130,205,284,405,426,467,552,631,916,830,831,802,863,948,965,226,355,801,
608,0,608-0,PHILIPPINES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,1.33,608-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,"1,141","1,551","2,347","1,431","2,652","2,334","2,011","2,018","1,821","2,390","2,863","4,051","5,523","3,293","2,916","3,441","4,053","4,963","5,599","6,059","6,414","6,289","8,349","9,715","11,455","2,499",953,"5,239",
608,1.34,608-1.34,,,Travel,,,US$ Millions,,IMF,"1,136","1,546","2,341","1,418","2,578","2,156","1,742","1,761","1,544","2,017","2,287","3,542","4,961","2,563","2,370","2,645","3,198","4,061","4,690","5,030","5,272","5,143","6,988","8,240","9,781","1,791",600,"4,174",
608,1.35,608-1.35,,,Passenger transport,,,US$ Millions,,IMF,5,5,6,13,74,178,269,257,277,373,576,509,562,730,546,796,855,902,909,"1,029","1,142","1,146","1,361","1,475","1,674",708,353,"1,065",
616,0,616-0,POLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,1.33,616-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,"6,927","8,764","9,053","8,321","6,498","6,128","5,121","4,971","4,733","6,521","7,161","8,153","11,729","12,897","9,888","9,875","11,471","11,704","12,242","12,691","11,164","11,922","14,080","15,699","16,011","8,843","10,142","16,419",
616,1.34,616-1.34,,,Travel,,,US$ Millions,,IMF,"6,614","8,444","8,679","7,946","6,100","5,677","4,646","4,314","4,069","5,855","6,304","7,270","10,641","11,826","9,056","9,414","10,554","10,801","11,154","11,614","10,283","10,847","12,769","13,992","14,003","8,239","9,087","14,408",
616,1.35,616-1.35,,,Passenger transport,,,US$ Millions,,IMF,313,320,374,375,398,451,475,657,664,666,857,883,"1,088","1,071",832,461,917,903,"1,088","1,077",881,"1,075","1,311","1,707","2,008",604,"1,055","2,011",
620,0,620-0,PORTUGAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,1.33,620-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,"5,646","5,572","5,415","6,390","6,047","6,029","6,264","6,643","7,687","8,902","9,038","10,487","12,945","14,081","12,357","12,984","14,911","14,578","16,080","17,577","16,007","17,347","21,586","24,365","24,592","10,533","13,823","26,309",
620,1.34,620-1.34,,,Travel,,,US$ Millions,,IMF,"4,831","4,791","4,614","5,470","5,259","5,244","5,469","5,803","6,627","7,678","7,674","8,420","10,173","10,985","9,701","10,004","11,384","10,997","12,149","13,651","12,875","14,217","17,751","20,057","20,444","8,838","11,818","21,971",
620,1.35,620-1.35,,,Passenger transport,,,US$ Millions,,IMF,815,781,801,920,788,785,795,840,"1,060","1,224","1,364","2,067","2,772","3,096","2,656","2,980","3,527","3,581","3,931","3,926","3,132","3,130","3,835","4,308","4,148","1,695","2,005","4,338",
630,0,630-0,PUERTO RICO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,1.33,630-1.33,,Tourism expenditure in the country,,,,US$ Millions,1/,country,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"3,904","3,340","3,637","2,939","2,803","3,335","1/ The expenditure figures are those provided by the country to UNWTO, which do not appear in the International Monetary Fund data.
Data: Fiscal years (July-June)."
630,1.34,630-1.34,,,Travel,,,US$ Millions,,country,"1,828","1,898","2,046","2,233","2,139","2,388","2,728","2,486","2,677","3,024","3,239","3,369","3,414","3,535","3,176","3,211","3,143","3,193","3,311","3,439","3,825","3,974","3,868","3,303","3,612","2,921","2,787","3,330",
630,1.35,630-1.35,,,Passenger transport,,,US$ Millions,,country,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36,37,25,18,16,5,
634,0,634-0,QATAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,1.33,634-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"4,463","7,220","8,452","10,576","12,131","12,593","15,757","15,239","15,647","14,318","14,830","25,046",1/ Source 1999-2006: Qatar Central Bank.
634,1.34,634-1.34,,,Travel,,,US$ Millions,1/,IMF,..,..,..,..,122,128,272,285,369,498,760,874,..,..,..,..,"1,170","2,857","3,456","4,591","5,035","5,411","5,971","5,565","5,442","3,563","4,263","7,262",
634,1.35,634-1.35,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"3,293","4,363","4,996","5,985","7,096","7,182","9,786","9,674","10,205","10,755","10,567","17,784",
638,0,638-0,REUNION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,1.33,638-1.33,,Tourism expenditure in the country,,,,US$ Millions,1/,country,216,258,252,304,301,296,281,284,351,390,384,282,401,450,427,389,479,404,403,387,339,360,402,511,459,181,227,439,"1/ The expenditure figures are those provided by the country to UNWTO, which do not appear in the International Monetary Fund data."
638,1.34,638-1.34,,,Travel,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
638,1.35,638-1.35,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
642,0,642-0,ROMANIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,1.33,642-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,689,670,603,351,306,394,419,400,523,607,"1,324","1,675","2,073","2,626","1,688","1,631","2,016","1,904","2,307","2,388","2,229","2,474","3,553","3,879","4,240","1,619","3,525","5,036",
642,1.34,642-1.34,,,Travel,,,US$ Millions,,IMF,590,529,526,260,252,359,362,335,449,503,"1,051","1,307","1,610","1,992","1,230","1,136","1,419","1,466","1,849","1,987","1,841","2,032","3,079","3,388","3,572","1,441","3,275","4,671",
642,1.35,642-1.35,,,Passenger transport,,,US$ Millions,,IMF,99,141,77,91,54,35,57,65,74,104,273,368,463,634,458,495,597,438,458,401,388,442,474,491,668,178,250,365,
643,0,643-0,RUSSIAN FEDERATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,1.33,643-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,..,..,..,..,..,..,"4,726","5,278","5,879","7,262","7,805","9,720","12,426","15,821","12,369","13,239","16,961","17,876","20,198","19,451","13,186","12,822","14,938","18,735","17,288","6,029","6,330","6,819",
643,1.34,643-1.34,,,Travel,,,US$ Millions,,IMF,"4,312","7,102","7,164","6,508","3,723","3,429","3,572","4,040","4,502","5,530","5,870","7,628","9,447","11,842","9,366","8,830","11,328","10,759","11,988","11,759","8,420","7,787","8,945","11,591","10,961","3,909","3,986","5,543",
643,1.35,643-1.35,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,"1,154","1,238","1,377","1,732","1,935","2,092","2,979","3,979","3,003","4,409","5,633","7,117","8,210","7,692","4,766","5,035","5,993","7,144","6,327","2,120","2,344","1,276",
646,0,646-0,RWANDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,1.33,646-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,4,6,19,20,21,27,29,..,..,..,67,148,177,224,223,224,298,337,364,376,427,443,496,547,636,212,284,618,
646,1.34,646-1.34,,,Travel,,,US$ Millions,,IMF,2,4,17,19,17,23,25,31,30,44,49,132,152,186,174,202,252,282,294,304,338,363,381,392,458,120,150,400,
646,1.35,646-1.35,,,Passenger transport,,,US$ Millions,,IMF,2,2,2,1,4,4,4,..,..,..,18,16,25,38,49,22,46,55,70,72,89,80,115,155,178,92,134,218,
461,0,461-0,SABA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,1.33,461-1.33,,Tourism expenditure in the country,,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
461,1.34,461-1.34,,,Travel,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
461,1.35,461-1.35,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
659,0,659-0,SAINT KITTS AND NEVIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,1.33,659-1.33,,Tourism expenditure in the country,,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
659,1.34,659-1.34,,,Travel,,,US$ Millions,,IMF,63,68,72,71,69,58,62,57,75,103,121,132,125,110,83,90,94,95,101,343,317,332,352,366,362,107,153,302,
659,1.35,659-1.35,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
662,0,662-0,SAINT LUCIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,1.33,662-1.33,,Tourism expenditure in the country,,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
662,1.34,662-1.34,,,Travel,,,US$ Millions,,IMF,230,237,253,283,263,281,233,210,282,326,382,294,302,311,296,309,321,337,354,778,810,776,875,963,"1,064",340,569,"1,080",
662,1.35,662-1.35,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
670,0,670-0,SAINT VINCENT AND THE GRENADINES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,1.33,670-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,179,211,221,215,244,246,90,62,171,
670,1.34,670-1.34,,,Travel,,,US$ Millions,,IMF,53,64,71,73,85,82,89,91,91,96,104,113,110,96,88,86,92,94,92,175,207,216,210,239,242,88,60,166,
670,1.35,670-1.35,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,4,5,5,5,4,2,2,5,
882,0,882-0,SAMOA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,1.33,882-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,36,40,39,40,43,..,..,..,..,70,74,88,102,112,115,124,135,148,137,148,142,149,167,192,206,23,0,57.6,1/ 2000-2003: country data.
882,1.34,882-1.34,,,Travel,,,US$ Millions,1/,IMF,35,40,38,39,42,41,39,45,54,69,73,87,102,111,115,123,134,148,136,147,142,148,166,192,206,23,..,57.1,
882,1.35,882-1.35,,,Passenger transport,,,US$ Millions,,IMF,1,0,1,1,1,..,..,..,..,1,1,1,0,1,0,1,0.9,0.2,1.2,0.7,0.4,0.7,1.0,0.3,0.1,0.1,0.2,0.5,
674,0,674-0,SAN MARINO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,1.33,674-1.33,,Tourism expenditure in the country,,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
674,1.34,674-1.34,,,Travel,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,212,227,227,155,225,..,
674,1.35,674-1.35,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
678,0,678-0,SAO TOME AND PRINCIPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,1.33,678-1.33,,Tourism expenditure in the country,,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
678,1.34,678-1.34,,,Travel,,,US$ Millions,,IMF,..,..,..,4.1,9.2,9.9,6.2,6.9,7.4,7.7,7.3,6.7,5.0,7.7,8.3,11.1,15.9,15.0,30.6,56.0,62.1,68.8,65.9,71.9,44.7,16.4,30.0,47.5,
678,1.35,678-1.35,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
682,0,682-0,SAUDI ARABIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
