INDEX,,,1. INBOUND TOURISM: Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.,S.,C. & S.,Basic data and indicators,,,,,Units,Notes,Series,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,1.20,694-1.20,,,,Air,,Thousands,,,14,22,8,13,11,16,24,28,38,44,40,34,32,36,37,39,52,60,81,44,24,54,51,57,63,24,40,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,1.21,694-1.21,,,,Water,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,1.22,694-1.22,,,,Land,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,0,702-0,SINGAPORE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Excluding arrivals of Malaysian citizens by land.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,1.19,702-1.19,,,Total,,,Thousands,1/,VF,"7,137","7,292","7,198","6,241","6,958","7,692","7,522","7,568","6,127","8,329","8,943","9,752","10,285","10,116","9,683","11,642","13,171","14,496","15,568","15,095","15,232","16,403","17,425","18,508","19,116","2,742",330,"6,306",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,1.20,702-1.20,,,,Air,,Thousands,,,"5,384","5,463","5,362","4,687","5,142","5,658","5,404","5,394","4,232","5,728","6,267","6,758","7,172","7,234","7,228","8,845","10,142","11,109","11,852","11,693","11,831","12,652","13,548","14,330","14,877","2,114",317,"5,400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,1.21,702-1.21,,,,Water,,Thousands,,,816,896,972,830,"1,018","1,157","1,197","1,177","1,028","1,332","1,364","1,571","1,538","1,322","1,154","1,266","1,328","1,464","1,518","1,543","1,603","1,676","1,761","2,057","2,212",391,8,543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,1.22,702-1.22,,,,Land,,Thousands,,,937,933,864,724,798,877,921,997,867,"1,269","1,312","1,423","1,575","1,560","1,301","1,531","1,701","1,923","2,198","1,858","1,798","2,075","2,116","2,121","2,028",237,5,362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,0,658-0,SINT EUSTATIUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,1.19,658-1.19,,,Total,,,Thousands,,VF,25,24,25,25,25,27,30,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,1.20,658-1.20,,,,Air,,Thousands,,,20,20,19,19,19,19,20,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,1.21,658-1.21,,,,Water,,Thousands,,,5,4,6,6,6,8,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,1.22,658-1.22,,,,Land,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,0,663-0,SINT MAARTEN (DUTCH PART),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ Arrivals at Juliana Airport (including visitors destined to Saint Maarten, French side).
2/ Cruise passengers.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,1.19,663-1.19,,,Total,,,Thousands,,VF,"1,024","1,022","1,325","1,339","1,061","1,300","1,271","1,436","1,600","1,823","1,956","1,890","1,891","1,821","1,655","1,956","2,080","2,210","2,253","2,502","2,407","2,197","1,640","1,775","1,952",542,482,"1,217",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,1.20,663-1.20,,,,Air,,Thousands,1/,,460,365,439,458,445,432,403,381,428,475,468,468,469,475,440,443,424,457,467,500,505,528,402,178,320,106,249,373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,1.21,663-1.21,,,,Water,,Thousands,2/,,564,657,886,881,616,868,868,"1,055","1,172","1,348","1,488","1,422","1,422","1,346","1,215","1,513","1,656","1,753","1,786","2,002","1,902","1,669","1,238","1,597","1,632",436,233,844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,1.22,663-1.22,,,,Land,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,0,703-0,SLOVAKIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,1.19,703-1.19,,,Total,,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,1.20,703-1.20,,,,Air,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,1.21,703-1.21,,,,Water,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,1.22,703-1.22,,,,Land,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,0,705-0,SLOVENIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ Aggregates from accommodation survey, shares from 3 yearly surveys on foreign tourists in Slovenia.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,1.19,705-1.19,,,Total,,,Thousands,1/,TCE,731,832,974,977,885,"1,090","1,219","1,302","1,373","1,499","1,555","1,617","1,751","1,958","1,824","2,049","2,236","2,377","2,502","2,675","3,022","3,397","3,991","4,425","4,702","1,215","1,824","3,919",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,1.20,705-1.20,,,,Air,,Thousands,,,62,75,90,88,80,202,226,241,264,288,298,336,364,407,390,439,479,491,517,553,900,"1,012","1,189","1,318","1,500",388,281,603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,1.21,705-1.21,,,,Water,,Thousands,,,1,1,2,2,2,2,2,2,1,1,2,2,2,2,..,..,..,2,2,2,2,3,3,4,1,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,1.22,705-1.22,,,,Land,,Thousands,,,668,756,882,887,803,886,991,"1,059","1,108","1,210","1,255","1,279","1,385","1,549","1,434","1,610","1,758","1,883","1,982","2,120","2,120","2,383","2,799","3,104","3,201",827,"1,543","3,316",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,0,90-0,SOLOMON ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Arrivals by air. 2004: without 1st and 2nd quarters; 2005: without 1st quarter.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,1.19,90-1.19,,,Total,,,Thousands,1/,TF,..,..,..,..,..,..,..,..,..,6,9,12,14,16,18,21,23,24,24,20,22,23,26,28,29,4.4,0.7,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,1.20,90-1.20,,,,Air,,Thousands,,,..,..,..,..,..,..,..,..,..,6,9,12,14,16,18,21,23,24,24,20,22,23,26,28,29,4.4,0.7,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,1.21,90-1.21,,,,Water,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,1.22,90-1.22,,,,Land,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,0,706-0,SOMALIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,1.19,706-1.19,,,Total,,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,1.20,706-1.20,,,,Air,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,1.21,706-1.21,,,,Water,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,1.22,706-1.22,,,,Land,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,0,710-0,SOUTH AFRICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ 1995-2008: excluding arrivals for work and contract workers.
Since 2009 a new methodology has been applied and therefore, the information is not comparable to previous years.
Since 2014 a new methodology has been applied and therefore, the information is not comparable to previous years. From 2014 excluding transit.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,1.19,710-1.19,,,Total,,,Thousands,1/,TF,"4,684","5,186","5,170","5,898","6,026","6,000","5,908","6,549","6,640","6,815","7,518","8,509","9,208","9,729","7,012","8,074","8,339","9,188","9,537","9,549","8,904","10,044","10,285","10,472","10,229","2,802","2,256","5,698",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,1.20,710-1.20,,,,Air,,Thousands,,,"1,136","1,230","1,329","1,463","1,523","1,597","1,596","1,885","1,980","2,025","2,127","2,318","2,501","2,581","2,152","2,739","2,503","2,937","3,164","2,573","2,536","2,893","3,060","3,089","3,006",774,606,"1,838",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,1.21,710-1.21,,,,Water,,Thousands,,,26,30,37,38,49,26,17,18,5,3,3,7,5,2,1,5,9,11,7,4,7,11,9,16,16,10,0,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,1.22,710-1.22,,,,Land,,Thousands,,,"3,522","3,926","3,804","4,397","4,454","4,377","4,295","4,646","4,655","4,787","5,388","6,184","6,702","7,146","4,859","5,330","5,827","6,240","6,366","6,972","6,362","7,140","7,216","7,368","7,206","2,018","1,650","3,855",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,0,728-0,SOUTH SUDAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,1.19,728-1.19,,,Total,,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,1.20,728-1.20,,,,Air,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,1.21,728-1.21,,,,Water,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,1.22,728-1.22,,,,Land,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,0,724-0,SPAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ Source: Frontur (Statistics of tourists’ flows at frontiers).
2015: data calculated by extrapolating the data of Turespaña until September to calculate the data for October, November and December. Since October 2015 this operation is carried out by the National Statistics Institute - INE.
2016: break in the series. The data are not comparable with those of previous years.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,1.19,724-1.19,,,Total,,,Thousands,1/,TF,"32,971","34,027","37,131","41,892","45,440","46,402","48,565","50,330","50,854","52,430","55,913","58,005","58,665","57,192","52,178","52,677","56,177","57,464","60,676","64,939","68,170","75,315","81,869","82,808","83,509","18,933","31,181","71,659",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,1.20,724-1.20,,,,Air,,Thousands,,,"23,934","24,658","27,677","30,457","32,574","34,380","35,331","34,947","36,923","38,524","40,730","42,445","44,324","44,397","40,233","40,559","44,614","46,159","48,763","51,823","54,365","60,344","66,640","67,546","68,692","13,658","24,432","59,308",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,1.21,724-1.21,,,,Water,,Thousands,,,..,..,..,601,"1,085","1,083","1,256","1,225","1,521","1,511","1,772","1,460","1,456","1,452","1,398","1,442","1,416","1,079",908,859,976,"1,635","1,966","2,012","1,721",223,227,"1,152",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,1.22,724-1.22,,,,Land,,Thousands,,,"9,037","9,369","9,454","10,834","11,781","10,939","11,978","14,158","12,410","12,395","13,411","14,100","12,885","11,343","10,547","10,677","10,147","10,226","11,005","12,257","12,829","13,336","13,263","13,251","13,097","5,052","6,522","11,199",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,0,144-0,SRI LANKA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Excluding nationals residing abroad.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,1.19,144-1.19,,,Total,,,Thousands,1/,TF,403,302,366,381,436,400,337,393,500,566,549,559,494,438,447,654,856,"1,006","1,274","1,527","1,798","2,051","2,116","2,334","1,914",508,194,720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,1.20,144-1.20,,,,Air,,Thousands,,,403,302,366,381,436,400,337,393,500,566,549,559,494,438,447,654,854,"1,002","1,248","1,501","1,773","2,027","2,090","2,248","1,815",480,194,717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,1.21,144-1.21,,,,Water,,Thousands,,,0.3,0.2,0.4,0.3,0.2,0.3,0.2,..,0.2,0.2,0.3,0.4,0.3,0.1,0.4,0.4,2,3,26,27,25,24,26,86,99,28,..,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,1.22,144-1.22,,,,Land,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,0,275-0,STATE OF PALESTINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,1.19,275-1.19,,,Total,,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,1.20,275-1.20,,,,Air,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,1.21,275-1.21,,,,Water,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,1.22,275-1.22,,,,Land,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,0,736-0,SUDAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ From 2005 including nationals residing abroad.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,1.19,736-1.19,,,Total,,,Thousands,1/,TF,29,38,30,36,39,38,50,52,51,62,246,328,436,440,420,495,536,575,591,684,..,799,812,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,1.20,736-1.20,,,,Air,,Thousands,,,29,38,30,30,33,32,42,42,40,51,197,318,361,364,294,287,311,402,414,479,..,551,561,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,1.21,736-1.21,,,,Water,,Thousands,,,..,..,..,4,4,4,5,7,8,8,37,7,59,58,84,198,214,115,118,191,..,160,162,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,1.22,736-1.22,,,,Land,,Thousands,,,..,..,..,2,2,2,3,3,3,3,12,3,16,18,42,10,11,58,59,14,..,88,89,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,0,740-0,SURINAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,1.19,740-1.19,,,Total,,,Thousands,,TF,69,74,78,70,72,72,68,60,99,91,160,154,167,151,151,205,220,240,249,252,228,257,278,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,1.20,740-1.20,,,,Air,,Thousands,,,43,53,61,55,57,57,54,60,82,75,122,119,134,120,113,146,150,155,149,154,140,167,200,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,1.21,740-1.21,,,,Water,,Thousands,,,26,21,17,15,15,15,14,..,17,16,38,35,33,31,38,59,70,85,100,98,87,90,78,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,1.22,740-1.22,,,,Land,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,0,752-0,SWEDEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ 2001-2002: data according to IBIS-Survey (Incoming Visitors to Sweden) during the years 2001 to 2003, (no data collected before 2001 or after 2003). Source: Swedish Tourist Authority and Statistics Sweden.
Data for 2011-2014 according to new national border survey (IBIS, Incoming Visitors to Sweden). No data collected during 2004 to 2010. The new border survey (IBIS) started in 2011. Source: Swedish Agency for Economic and Regional Growth. No data collected in 2015-2019.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,1.19,752-1.19,,,Total,,,Thousands,1/,VF,..,..,..,..,..,..,"7,436","7,458",..,..,..,..,..,..,..,..,"19,404","20,011","18,804","19,945",..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,1.20,752-1.20,,,,Air,,Thousands,,,..,..,..,..,..,..,"3,083","2,700",..,..,..,..,..,..,..,..,"3,689","4,662","4,509","4,503",..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,1.21,752-1.21,,,,Water,,Thousands,,,..,..,..,..,..,..,"2,221","2,558",..,..,..,..,..,..,..,..,"7,019","7,630","7,036","7,032",..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,1.22,752-1.22,,,,Land,,Thousands,,,..,..,..,..,..,..,"2,132","2,200",..,..,..,..,..,..,..,..,"8,696","7,719","7,259","8,410",..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,0,756-0,SWITZERLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,1.19,756-1.19,,,Total,,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,1.20,756-1.20,,,,Air,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,1.21,756-1.21,,,,Water,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,1.22,756-1.22,,,,Land,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,0,760-0,SYRIAN ARAB REPUBLIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ 2000-2008: including the nationals residing abroad. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,1.19,760-1.19,,,Total,,,Thousands,1/,VF,"2,252","2,435","2,332","2,463","2,681","3,412","3,671","4,678","4,837","6,334","5,858","5,681","5,434","6,951","6,656","9,457","5,433",..,..,..,..,"1,043","1,291","1,802","2,424",479,661,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,1.20,760-1.20,,,,Air,,Thousands,,,271,325,355,343,344,544,579,666,629,830,836,878,945,"1,256","1,088","1,455",849,..,..,..,..,169,238,267,323,97,245,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,1.21,760-1.21,,,,Water,,Thousands,,,10,9,12,12,15,30,21,20,19,28,33,27,24,29,9,12,2,..,..,..,..,1,1,1,1,1,1,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,1.22,760-1.22,,,,Land,,Thousands,,,"1,971","2,101","1,965","2,108","2,322","2,838","3,071","3,992","4,189","5,476","4,989","4,776","4,465","5,666","5,559","7,990","4,582",..,..,..,..,874,"1,053","1,534","2,101",382,415,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,0,158-0,TAIWAN PROVINCE OF CHINA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Including nationals residing abroad.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,1.19,158-1.19,,,Total,,,Thousands,1/,VF,"2,332","2,358","2,372","2,298","2,411","2,624","2,831","2,978","2,248","2,951","3,378","3,520","3,716","3,846","4,395","5,567","6,087","7,311","8,016","9,910","10,440","10,690","10,740","11,067","11,864","1,378",140,896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,1.20,158-1.20,,,,Air,,Thousands,,,"2,317","2,344","2,358","2,284","2,397","2,611","2,814","2,954","2,228","2,916","3,341","3,450","3,624","3,736","4,177","5,265","5,762","6,955","7,660","9,432","9,839","10,161","10,151","10,415","11,193","1,331",128,876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,1.21,158-1.21,,,,Water,,Thousands,,,15,14,14,14,14,13,17,24,20,35,37,70,92,110,218,302,325,356,356,478,600,529,588,652,671,47,13,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,1.22,158-1.22,,,,Land,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762,0,762-0,TAJIKISTAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
