INDEX,,,1. INBOUND TOURISM: Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.,S.,C. & S.,Basic data and indicators,,,,,Units,Notes,Series,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,1.22,50-1.22,,,,Land,,Thousands,,,25,30,34,33,39,48,49,56,58,53,68,49,62,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,0,52-0,BARBADOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,1/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ The information for 2019 only includes data relating to the January-September period due to a data gap in the fourth quarter and is therefore not comparable to the series for previous years.
2/ Cruise passengers only.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,1.19,52-1.19,,,Total,,,Thousands,,VF,927,957,990,"1,019",947,"1,078","1,035","1,021","1,090","1,273","1,111","1,101","1,191","1,165","1,154","1,197","1,187","1,053","1,079","1,079","1,179","1,227","1,345","1,356",966,546,242,898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,1.20,52-1.20,,,,Air,,Thousands,,,434,438,461,499,507,538,498,492,526,546,544,557,575,568,519,532,568,536,509,521,592,632,664,680,523,207,145,540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,1.21,52-1.21,,,,Water,,Thousands,2/,,493,519,529,520,440,540,537,529,564,727,567,544,616,597,635,665,619,517,570,558,587,595,681,676,443,338,97,358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,1.22,52-1.22,,,,Land,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,0,112-0,BELARUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Data until 2015 without taking into account the Belarusian-Russian border segment. Data from 2016 including estimation of the Belarusian-Russian border segment. Major groupings only.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,1.19,112-1.19,,,Total,,,Thousands,1/,VF,..,..,..,..,..,..,..,..,..,..,..,"5,168","5,177","5,181","4,725","5,533","5,682","5,910","5,953","5,092","4,179","10,278","10,444","11,101","11,427","3,463","3,242","4,715",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,1.20,112-1.20,,,,Air,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,122,162,194,200,231,256,253,268,294,324,818,992,"1,085","1,199",438,414,416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,1.21,112-1.21,,,,Water,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,1.22,112-1.22,,,,Land,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,"5,046","5,015","4,987","4,525","5,302","5,426","5,657","5,685","4,798","3,855","9,460","9,452","10,016","10,228","3,025","2,828","4,298",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,0,56-0,BELGIUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,1.19,56-1.19,,,Total,,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,1.20,56-1.20,,,,Air,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,1.21,56-1.21,,,,Water,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,1.22,56-1.22,,,,Land,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,0,84-0,BELIZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,1.19,84-1.19,,,Total,,,Thousands,,VF,329,350,304,176,181,196,196,200,220,231,237,247,252,245,940,"1,053","1,106","1,028","1,023","1,289","1,299","1,391","1,441","1,697","1,674",487,437,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,1.20,84-1.20,,,,Air,,Thousands,,,94,94,98,109,115,132,134,130,152,163,175,179,183,178,168,172,182,212,224,239,256,298,322,370,384,110,202,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,1.21,84-1.21,,,,Water,,Thousands,,,10,12,14,11,10,9,9,8,8,8,8,8,10,10,715,789,747,651,688,979,968,"1,014","1,024","1,218","1,182",349,213,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,1.22,84-1.22,,,,Land,,Thousands,,,225,244,192,56,56,55,53,62,60,60,54,60,59,57,57,92,177,165,111,71,76,78,95,110,108,27,23,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,0,204-0,BENIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,1.19,204-1.19,,,Total,,,Thousands,,TF,..,..,..,..,80,96,..,..,..,..,..,..,185,188,190,199,209,220,231,242,255,267,281,295,309,325,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,1.20,204-1.20,,,,Air,,Thousands,,,..,..,..,..,36,62,..,..,..,..,..,..,81,71,81,88,73,95,107,98,100,106,112,115,115,121,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,1.21,204-1.21,,,,Water,,Thousands,,,..,..,..,..,0,0,..,..,..,..,..,..,7,27,8,25,23,19,20,19,21,22,23,19,20,22,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,1.22,204-1.22,,,,Land,,Thousands,,,..,..,..,..,44,34,..,..,..,..,..,..,97,90,101,86,113,106,103,126,134,139,145,161,175,181,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,0,60-0,BERMUDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ Excluding nationals residing abroad.
2/ Cruise passengers only.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,1.19,60-1.19,,,Total,,,Thousands,1/,VF,557,572,562,558,549,539,458,484,483,478,517,635,660,550,554,580,652,610,576,580,597,642,688,766,805,51,86,549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,1.20,60-1.20,,,,Air,,Thousands,,,387,390,380,370,355,332,278,284,257,272,270,299,306,264,236,232,236,232,236,224,220,244,270,282,269,42,72,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,1.21,60-1.21,,,,Water,,Thousands,2/,,170,182,182,188,194,207,180,200,226,206,247,336,354,286,318,348,416,378,340,356,377,398,418,484,536,9,14,403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,1.22,60-1.22,,,,Land,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,0,64-0,BHUTAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ The huge margin of difference from 2010 as compared to the previous years is because starting from 2010 the regional high end tourists are included in the total figures. 2021: due to covid protocol (21 days of mandatory quarantine), Bhutan received only 1 tourist with a stay of 113 nights",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,1.19,64-1.19,,,Total,,,Thousands,1/,TF,5,5,5,6,7,8,6,6,6,9,14,17,21,28,23,41,66,105,116,133,155,210,255,274,316,30,0,20.900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,1.20,64-1.20,,,,Air,,Thousands,,,5,5,5,6,7,8,6,4,5,7,12,14,16,23,19,35,57,60,61,66,86,104,127,142,143,11,0,10.900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,1.21,64-1.21,,,,Water,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,1.22,64-1.22,,,,Land,,Thousands,,,..,..,..,..,..,..,..,2,1,3,2,3,5,5,4,6,9,46,56,68,69,106,128,132,173,19,..,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,0,68-0,"BOLIVIA, PLURINATIONAL STATE OF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Arrivals by lake.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,1.19,68-1.19,,,Total,,,Thousands,,TF,283,313,355,387,342,319,316,334,428,480,524,521,573,530,599,679,711,798,798,871,882,961,"1,109","1,142","1,239",323,180,724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,1.20,68-1.20,,,,Air,,Thousands,,,168,194,245,279,236,233,208,199,222,240,267,242,247,204,226,239,287,292,331,375,410,398,418,415,383,108,127,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,1.21,68-1.21,,,,Water,,Thousands,1/,,4,5,5,5,5,6,4,2,2,3,1.0,1.0,1.0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,1.22,68-1.22,,,,Land,,Thousands,,,111,114,105,103,101,80,104,133,204,237,256,278,325,326,373,440,425,506,468,495,471,563,691,727,856,216,53,460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,0,534-0,BONAIRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Cruise passengers only.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,1.19,534-1.19,,,Total,,,Thousands,,VF,59,65,83,82,76,95,93,94,107,116,103,126,172,250,280,297,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,1.20,534-1.20,,,,Air,,Thousands,,,59,65,63,62,61,51,50,52,62,63,63,64,74,74,67,71,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,1.21,534-1.21,,,,Water,,Thousands,1/,,..,..,20,20,15,44,43,42,45,53,40,62,98,176,213,226,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,1.22,534-1.22,,,,Land,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,0,70-0,BOSNIA AND HERZEGOVINA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Data is taken from Cross-border traffic of passengers statistical report for 2015 and includes total arrivals of non-resident passengers at national borders. Passengers in transit are included.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1.19,70-1.19,,,Total,,,Thousands,1/,VF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"13,432","12,972","12,731","13,120","15,057","16,133","16,919","15,208","7,387","9,772","13,840",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1.20,70-1.20,,,,Air,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,262,290,334,395,432,535,562,570,113,360,658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1.21,70-1.21,,,,Water,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18,14,3,3,3,5,7,8,7,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1.22,70-1.22,,,,Land,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"13,152","12,668","12,394","12,722","14,622","15,593","16,350","14,630","7,267","9,401","13,171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,0,72-0,BOTSWANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,1.19,72-1.19,,,Total,,,Thousands,,VF,521,512,607,750,844,..,"1,188","1,274","1,406","1,523",..,"1,426","1,736","2,101",..,..,..,..,..,"2,083","1,660","1,712","1,775","1,830","1,555",358,338,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,1.20,72-1.20,,,,Air,,Thousands,,,28,30,34,37,41,..,77,95,71,66,..,68,83,85,..,..,..,..,..,130,129,120,119,129,120,15,37,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,1.21,72-1.21,,,,Water,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,1.22,72-1.22,,,,Land,,Thousands,,,493,482,573,713,803,..,"1,111","1,179","1,335","1,457",..,"1,358","1,653","2,016",..,..,..,..,..,"1,953","1,532","1,593","1,656","1,701","1,435",343,301,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,0,76-0,BRAZIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ Including nationals residing abroad.
2/ Including arrivals by river.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,1.19,76-1.19,,,Total,,,Thousands,1/,TF,"1,991","2,665","2,850","4,818","5,107","5,313","4,772","3,785","4,133","4,794","5,358","5,017","5,026","5,050","4,802","5,161","5,433","5,678","5,813","6,430","6,306","6,547","6,589","6,621","6,353","2,146",746,"3,630",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,1.20,76-1.20,,,,Air,,Thousands,,,"1,343","1,894","2,005","2,421","2,534","2,723","2,960","2,815","3,083","3,569","3,938","3,713","3,747","3,691","3,349","3,610","3,808","3,987","4,066","4,540","4,318","4,369","4,188","4,328","4,289","1,186",585,"2,467",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,1.21,76-1.21,,,,Water,,Thousands,2/,,43,53,70,123,127,161,134,79,57,74,106,123,129,110,154,151,182,150,135,130,117,136,150,205,225,124,2,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,1.22,76-1.22,,,,Land,,Thousands,,,605,718,775,"2,274","2,446","2,429","1,678",891,993,"1,151","1,314","1,181","1,150","1,249","1,299","1,400","1,443","1,541","1,612","1,760","1,871","2,042","2,252","2,089","1,839",837,159,"1,082",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,0,92-0,BRITISH VIRGIN ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,1.19,92-1.19,,,Total,,,Thousands,,VF,365,412,365,392,484,519,535,544,657,813,821,826,948,934,857,842,831,753,742,773,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,1.20,92-1.20,,,,Air,,Thousands,,,104,108,108,128,129,136,144,135,153,220,205,165,147,132,105,109,93,86,88,84,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,1.21,92-1.21,,,,Water,,Thousands,,,261,304,257,264,355,383,391,409,504,593,616,661,801,802,752,733,738,667,654,688,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,1.22,92-1.22,,,,Land,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,0,96-0,BRUNEI DARUSSALAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Until 2016 arrivals by air only.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,1.19,96-1.19,,,Total,,,Thousands,1/,VF,..,..,..,..,..,..,..,..,..,119,126,158,179,226,157,214,242,209,225,201,218,"4,257","4,316","4,521","4,449","1,071",110,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,1.20,96-1.20,,,,Air,,Thousands,,,..,..,..,..,..,..,..,..,..,119,126,158,179,226,157,214,242,209,225,201,218,219,259,278,333,62,4,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,1.21,96-1.21,,,,Water,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25,11,19,15,2,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,1.22,96-1.22,,,,Land,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"4,013","4,046","4,224","4,101","1,007",107,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,0,100-0,BULGARIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1.19,100-1.19,,,Total,,,Thousands,,VF,"8,005","6,810","7,543","5,240","5,056","4,922","5,104","5,563","6,241","6,982","7,282","7,499","7,726",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1.20,100-1.20,,,,Air,,Thousands,,,827,947,981,933,651,776,"1,008","1,185","1,409","1,715","2,007","2,203","2,318",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1.21,100-1.21,,,,Water,,Thousands,,,90,62,91,77,92,100,117,104,120,156,178,169,211,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1.22,100-1.22,,,,Land,,Thousands,,,"7,088","5,801","6,471","4,230","4,313","4,046","3,979","4,274","4,712","5,111","5,097","5,127","5,197",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,0,854-0,BURKINA FASO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Tourist arrivals at Ouagadougou International Airport.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,1.19,854-1.19,,,Total,,,Thousands,1/,TF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,108,102,97,95,103,109,133,54,95,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,1.20,854-1.20,,,,Air,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,108,102,97,95,103,109,133,54,95,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,1.21,854-1.21,,,,Water,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,1.22,854-1.22,,,,Land,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,0,108-0,BURUNDI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ Including nationals residing abroad. From 2010: break in the series due to implementation of improved methodology for distinguishing visitors (tourists) from other travellers.
2/ Arrivals by lake.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,1.19,108-1.19,,,Total,,,Thousands,1/,TF,33,27,9,15,26,29,36,74,74,133,148,213,192,201,212,142,144,147,234,235,131,187,299,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,1.20,108-1.20,,,,Air,,Thousands,,,14,11,3,6,10,12,14,18,17,39,49,49,44,46,49,33,31,41,92,86,46,74,89,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,1.21,108-1.21,,,,Water,,Thousands,2/,,1,1,1,1,2,2,3,21,21,46,49,38,35,36,38,25,26,14,21,26,13,15,16,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,1.22,108-1.22,,,,Land,,Thousands,,,18,15,5,8,14,15,19,35,36,48,50,126,113,119,125,84,87,92,121,123,72,98,194,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,0,132-0,CABO VERDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,1.19,132-1.19,,,Total,,,Thousands,,,28,37,45,52,67,83,115,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,1.20,132-1.20,,,,Air,,Thousands,,,28,37,45,52,67,83,115,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,1.21,132-1.21,,,,Water,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,1.22,132-1.22,,,,Land,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,0,116-0,CAMBODIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Arrivals by boat.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,1.19,116-1.19,,,Total,,,Thousands,,TF,220,260,219,290,368,466,605,787,701,987,"1,334","1,592","2,016","2,125","2,162","2,508","2,882","3,584","4,210","4,503","4,775","5,012","5,602","6,201","6,611","1,306",196,"2,277",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,1.20,116-1.20,,,,Air,,Thousands,,,220,260,219,186,263,351,408,523,456,626,857,"1,027","1,297","1,239","1,112","1,304","1,481","1,722","2,018","2,274","2,476","2,704","3,313","4,097","4,404",756,100,792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,1.21,116-1.21,,,,Water,,Thousands,1/,,..,..,..,..,..,..,..,..,..,25,32,40,44,72,78,78,81,76,75,97,148,153,145,144,157,52,0,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,1.22,116-1.22,,,,Land,,Thousands,,,..,..,..,104,105,115,197,264,245,336,445,525,675,814,972,"1,126","1,320","1,786","2,117","2,132","2,151","2,154","2,144","1,960","2,050",498,96,"1,467",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,0,120-0,CAMEROON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,1.19,120-1.19,,,Total,,,Thousands,,VF,..,..,..,..,..,..,..,..,..,..,..,452,477,487,498,573,604,817,783,822,897,994,"1,081",997,"1,021",616,963,539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
